"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<Vietnamese>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"title/title_defender_realm";"Defender of the Realm";"Défenseur du Royaume";"Difensore del Regno";"Verteidiger des Reiches";"Defensor del Reino";"Защитник Королевства";"Obrońca Włości";"Obránce říše";"Krallığın Koruyucusu";"国\t境\t守\t卫\t者";"王国の\t守護者";"Defensor do Reino";"Захисник Королівства";"Branilac Carstva";"A birodalom védelmezője";"왕국의 수호자";"Абаронца Каралеўства";"Defender of the Realm";"Bảo Vệ của Vương Quốc";"國境守衛者";"Defender of the Realm";;
"title_defender_realm/desc";;;;;;;;;;;;;;;;;;;;;;;
"title/title_steel_legion";"Steel Legion";"Légion d'Acier";"Legione d'acciaio";"Stählerne Legion";"Legión de Acero";"Стальной Легион";"Pancerny Legion";"Ocelová legie";"Çelik Lejyon";"钢\t铁\t之\t心";"鋼の\t軍団";"Legião de Aço";"Сталевий Легіон";"Čelična Legija";"Acéllégió";"강철 군단";"Сталёвы Легіён";"Steel Legion";"Quan đoàn thép";"鋼鐵之心";"Steel Legion";;
"title_steel_legion/desc";;;;;;;;;;;;;;;;;;;;;;;
"title/title_iron_warrior";"Iron Warrior";"Guerrier de Fer";"Guerriero di Ferro";"Eiserner Krieger";"Guerrero de Hierro";"Железный Воин";"Żelazny Wojownik";"Železný bojovník";"Demir Savaşçı";"铁\t血\t勇\t士";"鉄の\t戦士";"Soldado de Ferro";"Залізний Воїн";"Gvozdeni Ratnik";"Vasharcos";"강철 전사";"Жалезны воін";"Iron Warrior";"Chiến Sĩ Sắt";"鐵血勇士";"Iron Warrior";;
"title_iron_warrior/desc";;;;;;;;;;;;;;;;;;;;;;;
"title/title_gladiators_2x2";"Gladiators 2x2";"Gladiators 2x2";"Gladiatori 2x2";"Gladiatoren 2x2";"Gladiadores 2x2";"Гладиаторы 2х2";"Gladiatorzy 2x2";"Gladiátor 2 vs. 2";"Gladiators 2x2";"2v2 角\t斗\t士";"Gladiators 2x2";"Gladiadores 2x2";"Гладіатори 2х2";"Gladiators 2x2";"2v2 gladiátor";"검투사 2x2";"Гладыятары 2х2";"Gladiators 2x2";"Đấu sĩ 2x2";"2v2 角鬥士";"Gladiators 2x2";;
"title_gladiators_2x2/desc";;;;;;;;;;;;;;;;;;;;;;;
"title/title_one_for_all";"One for All";"Un pour tous";"Uno per tutti";"Einer für Alle";"Uno para Todos";"Один за всех";"Jeden za wszystkich";"Jeden za všechny";"Birimiz Hepimiz İçin";"一\t骑\t当\t千";"チームワーク";"Um por Todos";"Один за всіх";"Jedan za sve";"Egy mindenkiért";"모두를 위한 하나";"Адзін за ўсіх";"One for All";"Một cho Tất cả";"一騎當千";"One for All";;
"title/enlisted";"Enlisted";"Enrôlé";"Arruolato";"Enlisted";"Enlistado";"Enlisted";"Enlisted";"Enlisted";"Kayıtlı";"应\t征\t入\t伍";"Enlisted";"Enlisted";"Enlisted";"Upisan";"Besorozott";"사병";"Enlisted";"Enlisted";"Binh sĩ";"應徵入伍";"Enlisted";;
"title_one_for_all/desc";;;;;;;;;;;;;;;;;;;;;;;
"title/title_brother_in_arms";"Brother in Arms";"Frère d'armes";"Fratello d'armi";"Waffenbruder";"Hermano de Armas";"Брат по оружию";"Towarzysz Broni";"Brother in arms";"Asker Arkadaşı";"浴\t血\t兄\t弟";"Brother in arms";"Irmão de Armas";"Побратим по зброї";"Braća po oružju";"Bajtárs";"전우";"Брат па зброі";"Brother in Arms";"Chiến Hữu";"浴血兄弟";"Brother in Arms";;
"title_brother_in_arms/desc";"All War Thunder players will find a new title in their profile.

Joined the game in 2016 or earlier";"Tous les joueurs de War Thunder trouveront un nouveau titre sur leur profil.

A rejoint le jeu en 2016 ou avant";"Tutti i giocatori di War Thunder troveranno un nuovo titolo nel loro profilo.

Per chi si è iscritto nel 2016 o prima";"Alle Spieler werden einen neuen Titel in ihrem Profile vorfinden.

Trat dem Spiel 2016 bei oder früher";"Todos los jugadores de War Thunder encontrarán un nuevo titulo en su perfil.

Se unió al juego en 2016 o antes";"Все игроки War Thunder получили титул, соответствующий возрасту игрового аккаунта. 

2016 год входа и ранее";"Wszyscy gracze War Thunder znajdą nowy tytuł w swoim profilu.

Dołączył do gry w 2016 roku lub wcześniej";"Všichni hráči najdou nový titul v profilu

Pro zapsané v roce 2016 a dříve";"Bütün War Thunder oyuncuları profillerinde yeni bir ünvan bulacaklar.

Oyuna 2016 veya daha önce katıldı";"所\t有 War Thunder 玩\t家\t都\t能\t在\t个\t人\t档\t案\t中\t获\t得\t新\t的\t头\t衔。

于 2016 年\t之\t前\t加\t入\t游\t戏";"All War Thunder players will find a new title in their profile.

Joined the game in 2016 or earlier";"Todos os jogadores do War Thunder encontrarão um novo título em seus perfis.

Entrou no jogo em 2016 ou antes";"Всі гравці War Thunder отримали титул, що відповідає віку ігрового аккаунта.

2016 рік входу і раніше";"All War Thunder players will find a new title in their profile.

Joined the game in 2016 or earlier";"Minden War Thunder játékos új titulust találhat a profiljában.

Ez a titulus akkor jár, ha 2016-ban vagy korábban csatlakoztál a játékhoz.";"모든 워 썬더 플레이어 여러분은 프로필 내에서 새 칭호를 확인하실 수 있습니다.

2016년 이전에 가입하셨습니다.";"Усе гульцы War Thunder атрымалі тытул у адпаведнасці з узростам акаўнта гульні.

2016 год уваходу і раней";"All War Thunder players will find a new title in their profile.

Joined the game in 2016 or earlier";"Tất cả các người chơi War Thunder sẽ tìm thấy một danh hiệu mới trong hồ sơ của họ.

Tham gia trò chơi vào năm 2016 hoặc trước đó";"所有戰爭雷霆玩家都能在個人檔案中獲得新的稱號

於 2016 年或是更早之前加入遊戲";"All War Thunder players will find a new title in their profile.

Joined the game in 2016 or earlier";;
"title_brother_in_arms_char/name";"Joined the game in 2016 or earlier";"A rejoint le jeu en 2016 ou avant";"Per esserti iscritto nel 2016 o prima";"Hat sich dem Spiel in oder vor 2016 angeschlossen";"Se unió al juego en 2016 o antes";"2016 год входа и ранее";"Dołączył do gry w 2016 roku lub wcześniej";"Pro zapsané v roce 2016 a dříve";"Oyuna 2016 veya daha önce katıldı";"于 2016 年\t之\t前\t加\t入\t游\t戏";"Joined the game in 2016 or earlier";"Entrou no jogo em 2016 ou antes";"2016 рік входу і раніше";"Pridružio se igri 2016 ili ranije";"2016-ban vagy korábban csatlakoztál a játékhoz";"2016년 이전에 가입하셨습니다.";"2016 год уваходу і раней";"Joined the game in 2016 or earlier";"Tham gia trò chơi vào năm 2016 hoặc trước đó";"於 2016 年或是更早之前加入遊戲";"Joined the game in 2016 or earlier";;
"title/title_combat_proven";"Combat Proven";"À l’épreuve du combat";"A prova di Combattimento";"Kampferprobt";"Probado en Combate";"Проверенный боец";"Sprawdzony w Boju";"Testováno bojem";"Muharebede Denenmiş";"身\t经\t百\t战";"Combat proven";"Combate Comprovado";"Перевірений в бою";"Proveren u borbi";"Harcedzett";"검증된 용사";"Правераны ў баі";"Combat Proven";"Chứng Tích Chiến Tranh";"身經百戰";"Combat Proven";;
"title_combat_proven/desc";"All War Thunder players will find a new title in their profile.

Joined the game in 2015 or earlier";"Tous les joueurs de War Thunder trouveront un nouveau titre dans leur profil.

A rejoint le jeu en 2015 ou avant";"Tutti i giocatori di War Thunder troveranno un nuovo titolo nel loro profilo.

Per chi si è iscritto nel 2015 o prima";"Alle Spieler werden einen neuen Titel in ihrem Profile vorfinden.

Trat dem Spiel 2015 bei oder früher";"Todos los jugadores de War Thunder encontrarán un nuevo titulo en su perfil.

Se unió al juego en 2015 o antes";"Все игроки War Thunder получили титул, соответствующий возрасту игрового аккаунта. 

2015 год входа и ранее";"Wszyscy gracze War Thunder znajdą nowy tytuł w swoim profilu.

Dołączył do gry w 2015 roku lub wcześniej";"Všichni hráči najdou nový titul v profilu

Pro zapsané v roce 2015 a dříve";"Bütün War Thunder oyuncuları profillerinde yeni bir ünvan bulacaklar.

Oyuna 2015 veya daha önce katıldı";"所\t有 War Thunder 玩\t家\t都\t能\t在\t个\t人\t档\t案\t中\t获\t得\t新\t的\t头\t衔。

于 2015 年\t之\t前\t加\t入\t游\t戏";"All War Thunder players will find a new title in their profile.

Joined the game in 2015 or earlier";"Todos os jogadores do War Thunder encontrarão um novo título em seus perfis.

Entrou no jogo em 2015 ou antes";"Всі гравці War Thunder отримали титул, що відповідає віку ігрового аккаунта.

2015 рік входу і раніше";"All War Thunder players will find a new title in their profile.

Joined the game in 2015 or earlier";"Minden War Thunder játékos új titulust találhat a profiljában.

Ez a titulus akkor jár, ha 2015-ben vagy korábban csatlakoztál a játékhoz.";"모든 워 썬더 플레이어 여러분은 프로필 내에서 새 칭호를 확인하실 수 있습니다.

2015년 이전에 가입하셨습니다.";"Усе гульцы War Thunder атрымалі тытул у адпаведнасці з узростам акаўнта гульні.

2015 год уваходу і раней";"All War Thunder players will find a new title in their profile.

Joined the game in 2015 or earlier";"Tất cả các người chơi War Thunder sẽ tìm thấy một danh hiệu mới trong hồ sơ của họ.

Tham gia trò chơi vào năm 2015 hoặc trước đó";"所有戰爭雷霆玩家都能在個人檔案中獲得新的稱號

於 2015 年或是更早之前加入遊戲";"All War Thunder players will find a new title in their profile.

Joined the game in 2015 or earlier";;
"title_combat_proven_char/name";"Joined the game in 2015 or earlier";"A rejoint le jeu en 2015 ou avant";"Per esserti iscritto nel 2015 o prima";"Hat sich dem Spiel in oder vor 2015 angeschlossen";"Se unió al juego en 2015 o antes";"2015 год входа и ранее";"Dołączył do gry w 2015 roku lub wcześniej";"Pro zapsané v roce 2015 a dříve";"Oyuna 2015 veya daha önce katıldı";"于 2015 年\t之\t前\t加\t入\t游\t戏";"Joined the game in 2015 or earlier";"Entrou no jogo em 2015 ou antes";"2015 рік входу і раніше";"Pridružio se igri 2015 ili ranije";"2015-ben vagy korábban csatlakoztál a játékhoz";"2015년 이전에 가입하셨습니다.";"2015 год уваходу і раней";"Joined the game in 2015 or earlier";"Tham gia trò chơi vào năm 2015 hoặc trước đó";"2015年或是更早之前加入遊戲";"Joined the game in 2015 or earlier";;
"title/title_faithful_warrior";"Faithful Warrior";"Fidèle guerrier";"Guerriero Fedele";"Treuer Krieger";"Fiel Guerrero";"Верный товарищ";"Wierny Wojownik";"Věrný bojovník";"Sadık Savaşçı";"忠\t诚\t赞\t歌";"Faithful warrior";"Guerreiro Fiel";"Вірний воїн";"Verni ratnik";"Hűséges harcos";"충직한 용사";"Верны таварыш";"Faithful Warrior";"Chiến Binh Trung Thành";"忠誠讚歌";"Faithful Warrior";;
"title_faithful_warrior/desc";"All War Thunder players will find a new title in their profile.

Joined the game in 2014 or earlier";"Tous les joueurs de War Thunder trouveront un nouveau titre sur leur profil.

A rejoint le jeu en 2014 ou avant";"Tutti i giocatori di War Thunder troveranno un nuovo titolo nel loro profilo.

Per chi si è iscritto nel 2014 o prima";"Alle Spieler werden einen neuen Titel in ihrem Profile vorfinden.

Trat dem Spiel 2014 bei oder früher";"Todos los jugadores de War Thunder encontrarán un nuevo titulo en su perfil.

Se unió al juego en 2014 o antes";"Все игроки War Thunder получили титул, соответствующий возрасту игрового аккаунта. 

2014 год входа и ранее";"Wszyscy gracze War Thunder znajdą nowy tytuł w swoim profilu.

Dołączył do gry w 2014 roku lub wcześniej";"Všichni hráči najdou nový titul v profilu

Pro zapsané v roce 2014 a dříve";"Bütün War Thunder oyuncuları profillerinde yeni bir ünvan bulacaklar.

Oyuna 2014 veya daha önce katıldı";"所\t有 War Thunder 玩\t家\t都\t能\t在\t个\t人\t档\t案\t中\t获\t得\t新\t的\t头\t衔。

于 2014 年\t之\t前\t加\t入\t游\t戏";"All War Thunder players will find a new title in their profile.

Joined the game in 2014 or earlier";"Todos os jogadores do War Thunder encontrarão um novo título em seus perfis.

Entrou no jogo em 2014 ou antes";"Всі гравці War Thunder отримали титул, що відповідає віку ігрового аккаунта.

2014 рік входу і раніше";"All War Thunder players will find a new title in their profile.

Joined the game in 2014 or earlier";"Minden War Thunder játékos új titulust találhat a profiljában.

Ez a titulus akkor jár, ha 2014-ben vagy korábban csatlakoztál a játékhoz.";"모든 워 썬더 플레이어 여러분은 프로필 내에서 새 칭호를 확인하실 수 있습니다.

2014년 이전에 가입하셨습니다.";"Усе гульцы War Thunder атрымалі тытул у адпаведнасці з узростам акаўнта гульні.

2014 год уваходу і раней";"All War Thunder players will find a new title in their profile.

Joined the game in 2014 or earlier";"Tất cả các người chơi War Thunder sẽ tìm thấy một danh hiệu mới trong hồ sơ của họ.

Tham gia trò chơi vào năm 2014 hoặc trước đó";"所有戰爭雷霆玩家都能在個人檔案中獲得新的稱號

於 2014 年或是更早之前加入遊戲";"All War Thunder players will find a new title in their profile.

Joined the game in 2014 or earlier";;
"title_faithful_warrior_char/name";"Joined the game in 2014 or earlier";"A rejoint le jeu en 2014 ou avant";"Per esserti iscritto nel 2014 o prima";"Hat sich dem Spiel in oder vor 2014 angeschlossen";"Se unió al juego en 2014 o antes";"2014 год входа и ранее";"Dołączył do gry w 2014 roku lub wcześniej";"Pro zapsané v roce 2014 a dříve";"Oyuna 2014 veya daha önce katıldı";"于 2014 年\t之\t前\t加\t入\t游\t戏";"Joined the game in 2014 or earlier";"Entrou no jogo em 2014 ou antes";"2014 рік входу і раніше";"Pridružio se igri 2014 ili ranije";"2014-ben vagy korábban csatlakoztál a játékhoz";"2014년 이전에 가입하셨습니다.";"2014 год уваходу і раней";"Joined the game in 2014 or earlier";"Tham gia trò chơi vào năm 2014 hoặc trước đó";"於 2014 年或是更早之前加入遊戲";"Joined the game in 2014 or earlier";;
"title/title_the_old_guard";"The Old Guard";"La Vieille Garde";"La Vecchia Guardia";"Alte Garde";"La Vieja Guardia";"Старая гвардия";"Stara Gwardia";"Stará garda";"Eski Toprak";"开\t路\t先\t锋";"The Old Guard";"A Velha Guarda";"Стара гвардія";"Stari čuvar";"A vén gárdista";"올드 가드";"Старая гвардыя";"The Old Guard";"Vệ binh Lão luyện";"開路先鋒";"The Old Guard";;
"title_the_old_guard/desc";"All War Thunder players will find a new title in their profile.

Joined the game in 2013 or earlier";"Tous les joueurs de War Thunder trouveront un nouveau titre dans leur profil.

A rejoint le jeu en 2013 ou avant";"Tutti i giocatori di War Thunder troveranno un nuovo titolo nel loro profilo.

Per chi si è iscritto nel 2013 o prima";"Alle Spieler werden einen neuen Titel in ihrem Profile vorfinden.

Trat dem Spiel 2013 bei oder früher";"Todos los jugadores de War Thunder encontrarán un nuevo titulo en su perfil.

Se unió al juego en 2013 o antes";"Все игроки War Thunder получили титул, соответствующий возрасту игрового аккаунта. 

2013 год входа и ранее";"Wszyscy gracze War Thunder znajdą nowy tytuł w swoim profilu.

Dołączył do gry w 2013 roku lub wcześniej";"Všichni hráči najdou nový titul v profilu

Pro zapsané v roce 2013 a dříve";"Bütün War Thunder oyuncuları profillerinde yeni bir ünvan bulacaklar.

Oyuna 2013 veya öncesinde katıldı";"所\t有 War Thunder 玩\t家\t都\t能\t在\t个\t人\t档\t案\t中\t获\t得\t新\t的\t头\t衔。

于 2013 年\t之\t前\t加\t入\t游\t戏";"All War Thunder players will find a new title in their profile.

Joined the game in 2013 or earlier";"Todos os jogadores do War Thunder encontrarão um novo título em seus perfis.

Entrou no jogo em 2013 ou antes";"Всі гравці War Thunder отримали титул, що відповідає віку ігрового аккаунта.

2013 рік входу і раніше";"All War Thunder players will find a new title in their profile.

Joined the game in 2013 or earlier";"Minden War Thunder játékos új titulust találhat a profiljában.

Ez a titulus akkor jár, ha 2013-ban vagy korábban csatlakoztál a játékhoz.";"모든 워 썬더 플레이어 여러분은 프로필 내에서 새 칭호를 확인하실 수 있습니다.

2013년 이전에 가입하셨습니다.";"Усе гульцы War Thunder атрымалі тытул у адпаведнасці з узростам акаўнта гульні.

2013 год уваходу і раней";"All War Thunder players will find a new title in their profile.

Joined the game in 2013 or earlier";"Tất cả các người chơi War Thunder sẽ tìm thấy một danh hiệu mới trong hồ sơ của họ.

Tham gia trò chơi vào năm 2013 hoặc trước đó";"所有戰爭雷霆玩家都能在個人檔案中獲得新的稱號

於 2013 年或是更早之前加入遊戲";"All War Thunder players will find a new title in their profile.

Joined the game in 2013 or earlier";;
"title_the_old_guard_char/name";"Joined the game in 2013 or earlier";"A rejoint le jeu en 2013 ou avant";"Per esserti iscritto nel 2013 o prima";"Hat sich dem Spiel in oder vor 2013 angeschlossen";"Se unió al juego en 2013 o antes";"2013 год входа и ранее";"Dołączył do gry w 2013 roku lub wcześniej";"Pro zapsané v roce 2013 a dříve";"Oyuna 2013 veya öncesinde katıldı";"于 2013 年\t之\t前\t加\t入\t游\t戏";"Joined the game in 2013 or earlier";"Entrou no jogo em 2013 ou antes";"2013 рік входу і раніше";"Pridružio se igri 2013 ili ranije";"2013-ban vagy korábban csatlakoztál a játékhoz";"2013년 이전에 가입하셨습니다.";"2013 год уваходу і раней";"Joined the game in 2013 or earlier";"Tham gia trò chơi vào năm 2013 hoặc trước đó";"2013年或是更早之前加入";"Joined the game in 2013 or earlier";;
"title/title_golden_legion";"Golden Legion";"Légion d'or";"Legione D'oro";"Goldene Legion";"Legión de Oro";"Золотой Легион";"Złoty Legion";"Zlatá legie";"Altın Lejyon";"黄\t金\t圣\t域";"Golden Legion";"Legião de Ouro";"Золотий Легіон";"Zlatna Legija";"Aranylégió";"고귀한 부대";"Залаты Легіён";"Golden Legion";"Đội Quân Vàng";"黃金傳說";"Golden Legion";;
"title/title_flaming_arrow";"Flaming Arrow";"Flèche ardente";"Freccia Infuocata";"Flammender Pfeil";"Flecha Llameante";"Огненная стрела";"Płonąca Strzała";"Planoucí šíp";"Kızgın Ok";"烈\t焰\t穿\t云";"Flaming Arrow";"Flaming Arrow";"Вогняна стріла";"Plamena strela";"Lángoló nyíl";"불타는 화살";"Вогненная страла";"Flaming Arrow";"Mũi Tên Lửa";"烈焰穿雲";"Flaming Arrow";;
"title/title_panfilov";"Panfilov's Guardsman";"Garde de Panfilov";"Guardia di Panfilov";"Panfilov-Gardist";"Guardia de Panfilov";"Панфиловец";"Panfiłowiec";"Panfilovi strážci";"Panfilov'un mufafızları";"潘\t菲\t洛\t夫\t勇\t士";"Panfilov's guardsman";"Guarda de Panfilov";"Гвардієць Панфілов";"Panfilovljev čuvar";"Panfilov gárdistája";"판필로프의 호위병";"Панфілавец";"Panfilov's Guardsman";"Binh Vệ Panfilov";"潘菲洛夫勇士";"Panfilov's Guardsman";;
