"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"missions/tutorial02/condition";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited, sea smooth";"Vent du SE à 15 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 15 nodi, cumuli di tipo 4, visibilità illimitata, mare calmo";"Wind aus SO mit 15 Knoten, Kumuluswolken 4, uneingeschränkte Sicht, ruhige See";"Viento SE de 15 nudos, nubes cúmulos 4, visibilidad ilimitada, mar llana";"Ветер ЮВ 15 узлов, облака кучевые 4, видимость неограниченная, море спокойно";"Wiatr: z południowego wschodu, 15 węzłów, zachmurzenie: 4, cumulusy, widoczność nieograniczona, morze spokojne.";"Oblaka kumuly 4, neomezená viditelnost, jihovýchodní vítr o rychlosti 30 km/h, moře klidné";"Rüzgar KD 15 knot, bulutlar kumulus 4, görüş açık, deniz dalgasız";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好\t，\t海\t面\t平\t静";"風南東\t15\tノット、\t積雲\t4、\t視程無制限、\t海上凪";"Vento a sudeste à 15 nós, nuvens cumulus 4, visibilidade ilimitada, mar suave";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited, sea smooth";"Вітер ПдСх 15 вузлів, хмари купчасті 4, видимість необмежена, море спокійне";"Vetar JZ 15 čvorova, niski oblaci 4, vidljivost čista, mirno more";"Délkeleti szél, szélsebesség 28 km/h, gomolyfelhők 4000 méteren, maximális látótávolság, nyugodt tenger";"남동풍, 풍속 15노트, 적운, 운량 4, 시정 제한없음, 파도 잔잔함";"Вецер ПдУ 15 вузлоў, аблокі кучавыя 4, бачнасць неабмежаваная, мора спакойнае";"Vânt SE, 15 noduri, nori cumulus 4, vizibilitate maximă, apă liniștită.";"東南風 15 節，雲量 4 ，能見度良好，海面平靜";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好\t，\t海\t面\t平\t静";;
"missions/tutorial02/desc";;;;;;;;;;;;;;;;;;;;;;;
"missions/tutorial03/date";"Summer 1941";"Été 1941";"Estate 1941";"Sommer 1941";"Verano de 1941";"Лето 1941";"Lato 1941";"Léto 1941";"1941 yazı";"1941 \t年\t夏";"1941年の\t夏";"Verão de 1941";"Summer 1941";"Літо 1941";"Leto 1941.";"1941 nyara";"1941년 여름";"Лета 1941 г.";"Vara anului 1941";"1941 年夏";"1941 \t年\t夏";;
"missions/tutorial03/objective";"Learn how to make a dive-bombing maneuver";"Apprendre comment effectuer une manœuvre de bombardement en piqué";"Impara a eseguire manovre di bombardamento in picchiata";"In diesem Kurs erfährst du, wie der Sturzkampf funktioniert und lernst die zugehörigen Manöver kennen";"Aprende a hacer maniobras de bombardeo en picado.";"Узнайте, как совершить пикирование и посадку на авианосец";"Naucz się, jak wykonać manewr bombardowania podczas lotu nurkowego.";"Nauč se provést střemhlavý nálet";"Pike bombardımanı yapmayı öğren";"学\t习\t如\t何\t进\t行\t俯\t冲\t轰\t炸";"急降下爆撃機動を\t習得せよ";"Aprende como fazer uma manobra de bombardeamento em mergulho";"Learn how to make a dive-bombing maneuver";"Дізнайтеся, як вчинити пікірування і посадку на авіаносець";"Naučite manevre za bombardovanje iz poniranja";"Ismerd meg a zuhanóbombázó manőver kivitelezésének módját.";"급강하 폭격 방법 학습하기";"Навучыцеся выконваць бомбакіданне ў пікіраванні і пасадку на авіяносец";"Învățare efectuare bombardament în picaj.";"學習如何進行俯衝轟炸";"学\t习\t如\t何\t进\t行\t俯\t冲\t轰\t炸";;
"missions/tutorial03/condition";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited, sea smooth";"Vent du SE à 15 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 15 nodi, cumuli di tipo 4, visibilità illimitata, mare calmo";"Wind aus SO mit Stärke 15 Knoten, Kumuluswolken 4, uneingeschränkte Sicht, ruhige See";"Viento SE de 15 nudos, nubes cúmulos 4, visibilidad ilimitada, mar llana";"Ветер ЮВ 15 узлов, облака кучевые 4, видимость неограниченная, море спокойно";"Wiatr: z południowego wschodu, 15 węzłów, zachmurzenie: 4, cumulusy, widoczność nieograniczona, morze spokojne.";"Oblaka kumuly 4, neomezená viditelnost, jihovýchodní vítr o rychlosti 30 km/h, moře klidné";"Rüzgar KD 15 knot, bulutlar kumulus 4, görüş açık, deniz dalgasız";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好\t，\t海\t面\t平\t静";"風南東\t15\tノット、\t積雲\t4、\t視程無制限、\t海上凪";"Vento a sudeste à 15 nós, nuvens cumulus 4, visibilidade ilimitada, mar suave";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited, sea smooth";"Вітер ПдСх 15 вузлів, хмари купчасті 4, видимість необмежена, море спокійне";"Vetar JZ 15 čvorova, niski oblaci 4, vidljivost čista, mirno more";"Délkeleti szél, szélsebesség 28 km/h, gomolyfelhők 4000 méteren, maximális látótávolság, nyugodt tenger";"남동풍, 풍속 15노트, 적운, 운량 4, 시정 제한없음, 파도 잔잔함";"Вецер ПдУ 15 вузлоў, аблокі кучавыя 4, бачнасць неабмежаваная, мора спакойнае";"Vânt SE, 15 noduri, nori cumulus 4, vizibilitate maximă, apă liniștită.";"東南風 15 節，雲量 4 ，能見度良好，海面平靜";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好\t，\t海\t面\t平\t静";;
"missions/tutorial03/desc";;;;;;;;;;;;;;;;;;;;;;;
"missions/tutorial04/date";"Summer 1941";"Été 1941";"Estate 1941";"Sommer 1941";"Verano de 1941";"Лето 1941";"Lato 1941";"Léto 1941";"1941 yazı";"1941 \t年\t夏";"1941年の\t夏";"Verão de 1941";"Summer 1941";"Літо 1941";"Leto 1941.";"1941 nyara";"1941년 여름";"Лета 1941 г.";"Vara anului 1941";"1941 年夏";"1941 \t年\t夏";;
"missions/tutorial04/objective";"Learn how to destroy your waterborne target by torpedo";"Apprendre comment détruire votre cible flottante avec une torpille";"Impara a distruggere i bersagli in acqua usando i siluri";"In diesem Kurs lernst du, wie du ein Seeziel mit einem Torpedo treffen und zerstören kannst";"Aprende a destruir un objetivo en el agua con un torpedo";"Узнайте, как уничтожить наводную цель при помощи торпеды";"Naucz się, jak za pomocą torpedy zniszczyć cel znajdujący się na wodzie.";"Nauč se zničit plavidlo torpédem";"Torpido ile deniz hedeflerinim nasıl yok edileceğinin öğrenin";"学\t习\t如\t何\t使\t用\t航\t空\t鱼\t雷\t摧\t毁\t水\t上\t目\t标";"水上の\t目標を\t魚雷で\t撃破する\t方法を\t習得せよ";"Aprende como destruir o teu alvo fluvial com torpedos";"Learn how to destroy your waterborne target by torpedo";"Дізнайтеся, як знищити наводну ціль за допомогою торпеди";"Naučite kako da uništite mete na vodi torpedom";"Ismerd meg a vízi célpontok torpedóval való megsemmisítésének módját.";"어뢰를 사용한 목표 함선 격침 방법 학습하기";"Навучыцеся знішчыць надводную цэль тарпедамі";"Învățare distrugere ținte cu torpile.";"學習如何使用航空魚雷摧毀水上目標";"学\t习\t如\t何\t使\t用\t航\t空\t鱼\t雷\t摧\t毁\t水\t上\t目\t标";;
"missions/tutorial04/condition";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited, sea smooth";"Vent du SE à 15 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 15 nodi, cumuli di tipo 4, visibilità illimitata, mare calmo";"Wind aus SO mit Stärke 15 Knoten, Kumuluswolken 4, uneingeschränkte Sicht, ruhige See";"Viento SE de 15 nudos, nubes cúmulos 4, visibilidad ilimitada, mar llana";"Ветер ЮВ 15 узлов, облака кучевые 4, видимость неограниченная, море спокойно";"Wiatr: z południowego wschodu, 15 węzłów, zachmurzenie: 4, cumulusy, widoczność nieograniczona, morze spokojne.";"Oblaka kumuly 4, neomezená viditelnost, jihovýchodní vítr o rychlosti 30 km/h, moře klidné";"Rüzgar KD 15 knot, bulutlar kumulus 4, görüş açık, deniz dalgasız";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好\t，\t海\t面\t平\t静";"風南東\t15\tノット、\t積雲\t4、\t視程無制限、\t海上凪";"Vento a sudeste à 15 nós, nuvens cumulus 4, visibilidade ilimitada, mar suave";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited, sea smooth";"Вітер ПдСх 15 вузлів, хмари купчасті 4, видимість необмежена, море спокійне";"Vetar JZ 15 čvorova, niski oblaci 4, vidljivost čista, mirno more";"Délkeleti szél, szélsebesség 28 km/h, gomolyfelhők 4000 méteren, maximális látótávolság, nyugodt tenger";"남동풍, 풍속 15노트, 적운, 운량 4, 시정 제한없음, 파도 잔잔함";"Вецер ПдУ 15 вузлоў, аблокі кучавыя 4, бачнасць неабмежаваная, мора спакойнае";"Vânt SE, 15 noduri, nori cumulus 4, vizibilitate maximă, apă liniștită.";"東南風 15 節，雲量 4 ，能見度良好，海面平靜";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好\t，\t海\t面\t平\t静";;
"missions/tutorial04/desc";;;;;;;;;;;;;;;;;;;;;;;
"missions/tutorialB_fighter/short";"Tutorial: ""Fighter""";"Tutoriel: « Chasseur »";"Lezione: ""Caccia""";"Ausbildungskurs: ""Jäger""";"Tutorial : ""Caza""";"Обучение: ""Истребитель""";"Samouczek: Myśliwiec";"Výcvik ""Stíhač""";"Eğitim: ""Avcı""";"新\t手\t教\t程\t—\t—\t战\t斗\t机";"チュートリアル: 「戦闘機」";"Tutorial: ""Caça""";"Tutorial: ""Fighter""";"Курс навчання: ""Винищувач""";"Tutorijal: ""Lovac""";"Kiképzés: vadászrepülő";"훈련 과정: ""전투기""";"Навучанне: «Знішчальнік»";"Instruire: „Avion de vânătoare”";"新手教學: ""戰鬥機""";"新\t手\t教\t程\t—\t—\t战\t斗\t机";;
"missions/tutorialB_fighter";"▍ ""Fighter Control Basics""";"▍ ""Contrôles de base du chasseur""";"▍ ""Caccia""";"▍ ""Jagdflugzeug""";"▍ ""Controles Básicos de Caza""";"▍ ""Основы управления истребителем""";"▍ ""Fighter Control Basics""";"Základní výcvik „Stíhač“";"Temel eğitim kursu: ""Avcı""";"▍\t \t“\t战\t斗\t机\t基\t础\t操\t控\t”";"▍ ""Fighter Control Basics""";"Curso tutorial básico: ""Caça""";"▍ ""Fighter Control Basics""";"▍ ""Винищувач""";"Osnovni tutorijal: ""Lovac""";"▍ Vadászrepülő-vezérlés alapjai";"기본 훈련 과정: ""전투기""";"Базавы вучэбны курс: «Знішчальнік»";"Instruire de bază: „Avion de vânătoare”";"▍ “战斗机”";"基\t础\t课\t程\t：\t“\t战\t斗\t机\t”";;
"missions/tutorialB_fighter/date";"Summer 1941";"Été 1941";"Estate 1941";"Sommer 1941";"Verano de 1941";"Лето 1941";"Lato 1941";"Léto 1941";"1941 yazı";"1941 \t年\t夏";"1941年の\t夏";"Verão de 1941";"Summer 1941";"Літо 1941";"Leto 1941.";"1941 nyara";"1941년 여름";"Лета 1941 г.";"Vara anului 1941";"1941 年夏";"1941 \t年\t夏";;
"missions/tutorialB_fighter/objective";"Learn the main combat controls on fighter";"Apprendre les commandes principales de combat sur un chasseur";"Acquisisci dimestichezza con i principali controlli di combattimento per i caccia";"In diesem Kurs lernst du die grundsätzliche Steuerung eines Jagdflugzeugs im Kampf kennen";"Aprende los principales mandos de combate de un caza";"Изучите основы ведения боя на истребителе";"Opanuj podstawy sterowania bojowego myśliwcem.";"Nauč se základy boje ve stíhači";"Avcı uçağında ana muharebe konrollerini öğren";"学\t习\t战\t斗\t机\t的\t作\t战\t操\t控";"爆撃機の\tメイン\t戦闘\tコントロールを\t学ぶ";"Aprenda os principais controles de combate em um caça";"Learn the main combat controls on fighter";"Вивчіть основи ведення бою на винищувачі";"Naučite osnovne borbene kontrole lovca";"Ismerd meg a vadászrepülők harcbeli vezérlésének alapjait.";"전투기의 주요 전투 조종법 학습하기";"Навучыцеся асновам вядзення бою на знішчальніку";"Învățarea comenzilor principalele din luptă ale unui avion de vânătoare.";"學習戰鬥機的作戰操控";"学\t习\t战\t斗\t机\t的\t作\t战\t操\t控";;
"missions/tutorialB_fighter/desc";;;;;;;;;;;;;;;;;;;;;;;
"missions/tutorialB_fighter/condition";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited";"Vent du SE à 15 nœuds, nuages cumulus 4, visibilité illimitée";"Vento SE 15 nodi, nubi cumuliformi 4, visibilità illimitata";"Wind aus SO mit Stärke 15 Knoten, Kumuluswolken 4, uneingeschränkte Sicht";"Viento SE de 15 nudos, nubes cúmulos 4, visibilidad ilimitada";"Ветер ЮВ 15 узлов, облака кучевые 4, видимость неограниченная";"Wiatr: z południowego wschodu, 15 węzłów, zachmurzenie: 4, cumulusy, widoczność nieograniczona";"Oblaka kumuly 4, viditelnost neomezená, Severovýchodní vítr o rychlosti 30 km/h";"Rüzgar KD 15 knot, bulutlar kumulus 4, görüş açık";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好";"風南東 15 ノット、\t積雲\t4、\t視程無制限";"Vento a sudeste à 15 nós, nuvens cumulus 4, visibilidade ilimitada";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited";"Вітер ПдСх 15 вузлів, хмари купчасті 4, видимість необмежена, море спокійне";"Vetar JZ 15 čvorova, niski oblaci 4, vidljivost čista";"Délkeleti szél, szélsebesség 28 km/h, gomolyfelhők 4000 méteren, maximális látótávolság";"남동풍, 풍속 15노트, 적운, 운량 4, 시정 제한없음";"Вецер ПдУ 15 вузлоў, аблокі кучавыя 4, бачнасць неабмежаваная";"Vânt SE, 15 noduri, nori cumulus 4, vizibilitate maximă.";"東南風 15 節，雲量 4 ，能見度良好";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好";;
"missions/tutorialB_assaulter/short";"Tutorial: ""Attacker""";"Tutoriel: « Avion d'assaut »";"Lezione: ""Assaltatore""";"Ausbildungskurs: ""Schlachtflugzeug""";"Tutorial: ""Avión de Ataque""";"Обучение: ""Штурмовик""";"Samouczek: Samolot szturmowy";"Výcvik ""Bitevník""";"Eğitim: ""Taarruz Uçağı""";"新\t手\t教\t程\t—\t—\t攻\t击\t机";"チュートリアル: 「攻撃機」";"Tutorial: ""Avião de assalto""";"Tutorial: ""Attacker""";"Курс навчання: ""Штурмовик""";"Tutorijal: ""Jurišnik""";"Kiképzés: csatarepülő";"훈련 과정: ""공격기""";"Навучанне: «Штурмавік»";"Instruire: „Avion de atac”";"新手教學: ""攻擊機""";"新\t手\t教\t程\t—\t—\t攻\t击\t机";;
"missions/tutorialB_assaulter";"▍ ""Attacker""";"▍ ""Avion d'attaque""";"▍ ""Assaltatore""";"▍ ""Schlachtflugzeug""";"▍ ""Avión de ataque""";"▍ ""Штурмовик""";"▍ Samolot szturmowy";"Základní výcvik „Bitevník“";"Temel eğitim kursu: ""Taarruz Uçağı""";"▍\t \t“\t攻\t击\t机\t”";"基礎\tチュートリアル\t講座:「航空機襲撃」";"Curso tutorial básico: ""Avião de assalto""";"▍ ""Attacker""";"▍ ""Штурмовик""";"Osnovni tutorijal: ""Jurišnik""";"▍ Csatarepülő";"기본 훈련 과정: ""공격기""";"Базавы вучэбны курс: «Штурмавік»";"Instruire de bază: „Avion de atac”";"▍ “攻击机”";"基\t础\t课\t程\t：\t“\t攻\t击\t机\t”";;
"missions/tutorialB_assaulter/date";"Summer 1941";"Été 1941";"Estate 1941";"Sommer 1941";"Verano de 1941";"Лето 1941";"Lato 1941";"Léto 1941";"1941 yazı";"1941 \t年\t夏";"1941年の\t夏";"Verão de 1941";"Summer 1941";"Літо 1941";"Leto 1941.";"1941 nyara";"1941년 여름";"Лета 1941 г.";"Vara anului 1941";"1941 年夏";"1941 \t年\t夏";;
"missions/tutorialB_assaulter/objective";"Learn the main combat controls on attacker";"Apprendre les commandes principales de combat sur un avion d'assaut";"Acquisisci dimestichezza con i principali controlli di combattimento per gli assaltatori";"In diesem Kurs lernst du die grundsätzliche Steuerung eines Schlacht- bzw. Erdkampfflugzeugs im Kampf kennen";"Aprende los principales mandos de combate de un avión de ataque";"Изучите основы ведения боя на штурмовике";"Opanuj podstawy sterowania bojowego samolotem szturmowym.";"Nauč se základy boje v bitevníku";"Taarruz uçağında ana muharebe kontrollerini öğren";"学\t习\t攻\t击\t机\t的\t作\t战\t操\t控";"航空機襲撃における\tメイン\t戦闘\tコントロールを\t学ぶ";"Aprenda os principais controles de combate em um avião de assalto";"Learn the main combat controls on attacker";"Вивчіть основи ведення бою на штурмовику";"Naučite osnovne borbene kontrole na jurišniku";"Ismerd meg a csatarepülők harcbeli vezérlésének alapjait.";"공격기의 주요 전투 조종법 학습하기";"Навучыцеся асновам вядзення бою на штурмавіку";"Învățarea comenzilor principalele din luptă ale unui avion de atac.";"學習對地攻擊機的作戰操控";"学\t习\t攻\t击\t机\t的\t作\t战\t操\t控";;
"missions/tutorialB_assaulter/desc";;;;;;;;;;;;;;;;;;;;;;;
"missions/tutorialB_assaulter/condition";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited";"Vent du SE à 15 nœuds, nuages cumulus 4, visibilité illimitée";"Vento SE 15 nodi, nubi cumuliformi 4, visibilità illimitata";"Wind aus SO mit Stärke 15 Knoten, Kumuluswolken 4, uneingeschränkte Sicht";"Viento SE de 15 nudos, nubes cúmulos 4, visibilidad ilimitada";"Ветер ЮВ 15 узлов, облака кучевые 4, видимость неограниченная";"Wiatr: z południowego wschodu, 15 węzłów, zachmurzenie: 4, cumulusy, widoczność nieograniczona";"Oblaka kumuly 4, viditelnost neomezená, jihovýchodní vítr o rychlosti 30 km/h";"Rüzgar KD 15 knot, bulutlar kumulus 4, görüş açık";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好";"風南東 15 ノット、\t積雲\t4、\t視程無制限";"Vento a sudeste à 15 nós, nuvens cumulus 4, visibilidade ilimitada";"Wind SE 15 knots, clouds cumulus 4, visibility unlimited";"Вітер ПдСх 15 вузлів, хмари купчасті 4, видимість необмежена, море спокійне";"Vetar JZ 15 čvorova, niski oblaci 4, vidljivost čista";"Délkeleti szél, szélsebesség 28 km/h, gomolyfelhők 4000 méteren, maximális látótávolság";"남동풍, 풍속 15노트, 적운, 운량 4, 시정 제한없음";"Вецер ПдУ 15 вузлоў, аблокі кучавыя 4, бачнасць неабмежаваная";"Vânt SE, 15 noduri, nori cumulus 4, vizibilitate maximă.";"東南風 15 節，雲量 4 ，能見度良好";"风\t向\t东\t南\t，\t风\t速\t 15 \t节\t，\t云\t量\t 4\t，\t能\t见\t度\t极\t好";;
