"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"country_britain_pilot_3";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Мартин Блэки";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Martin Blakey";"マーチン・ブランキー";"Martin Blakey";"Мартін Блекі";"Martin Blakey";"Martin Blakey";"마틴 블래키";"Марцін Блэкі";"««Martin Blakey»»";"馬\t丁．布\t萊\t基";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Martin Blakey";;
"country_britain_pilot_4";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Оскар Аткин";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"オスカー・アトキン";"Oscar Atkin";"Оскар Аткін";"Oscar Atkin";"Oscar Atkin";"오스카 앳킨";"Оскар Эткін";"««Oscar Atkin»»";"奧\t斯\t卡．阿\t特\t金";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Oscar Atkin";;
"country_germany_pilot_1";"Dietrich Newman";"Dietrich Newman";"Dietrich Newman";"Dietrich Neumann";"Dietrich Newman";"Дитрих Ньюман";"Dietrich Newman";"Dietrich Newman";"Dietrich Newman";"Dietrich Newman";"ディートリヒ・ニューマン";"Dietrich Newman";"Дітріх Ньюман";"Dietrich Newman";"Dietrich Newman";"디트리히 노이만";"Дытрых Ньюман";"««Dietrich Newman»»";"迪\t特\t裡\t希．紐\t曼";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Dietrich Newman";;
"country_germany_pilot_2";"Gunther Beyer";"Gunther Beyer";"Gunther Beyer";"Günther Beyer";"Gunther Beyer";"Гюнтер Бейер";"Gunther Beyer";"Gunther Beyer";"Gunther Beyer";"Gunther Beyer";"グンサー・ベイヤー";"Gunther Beyer";"Гюнтер Беєр";"Gunther Beyer";"Gunther Beyer";"군터 바이어";"Ґюнтэр Баер";"««Gunther Beyer»»";"鞏\t特\t爾．拜\t爾";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gunther Beyer";;
"country_germany_pilot_3";"Hans Meymberg";"Hans Meymberg";"Hans Meymberg";"Hans Meymberg";"Hans Meymberg";"Ганс Меймберг";"Hans Meymberg";"Hans Meimberg";"Hans Meymberg";"Hans Meymberg";"ハンス・メイムバーグ";"Hans Meymberg";"Ганс Меймберг";"Hans Meymberg";"Hans Meymberg";"한스 마임버그";"Ганс Маймбэрг";"««Hans Meymberg»»";"漢\t斯．梅\t姆\t伯\t格";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Hans Meymberg";;
"country_germany_pilot_4";"Paul Schweiger";"Paul Schweiger";"Paul Schweiger";"Paul Schweiger";"Paul Schweiger";"Пол Швайгер";"Paul Schweiger";"Paul Schweiger";"Paul Schweiger";"Paul Schweiger";"ポール・シュバイガー";"Paul Schweiger";"Пол Швайгер";"Paul Schweiger";"Paul Schweiger";"폴 슈바이거";"Паўль Швайґер";"««Paul Schweiger»»";"保\t羅．施\t威\t格";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Paul Schweiger";;
"country_italy_pilot_1";"Adriano Visconti";"Adriano Visconti";"Adriano Visconti";"Adriano Visconti";"Adriano Visconti";"Адриано Висконти";"Adriano Visconti";"Adriano Visconti";"Adriano Visconti";"Adriano Visconti";"アドリアーノ・ヴィスコンティ";"Adriano Visconti";"Адріано Вісконті";"Adriano Visconti";"Adriano Visconti";"아드리아노 비스콘티";"Адрыяна Вісконці";"««Adriano Visconti»»";"阿\t德\t里\t亞\t諾．維\t斯\t康\t蒂";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Adriano Visconti";;
"country_italy_pilot_2";"Franco Lucchin";"Franco Lucchin";"Franco Lucchini";"Franco Lucchin";"Franco Lucchini";"Франко Лючин";"Franco Lucchin";"Franco Lucchini";"Franco Lucchini";"Franco Lucchin";"フランコ・ルッチン";"Franco Lucchin";"Франко Лючін";"Franco Lucchin";"Franco Lucchini";"프랑코 루친";"Франка Люккіні";"««Franco Lucchini»»";"弗\t朗\t哥．魯\t奇\t尼";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Franco Lucchin";;
"country_italy_pilot_3";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"Терезио Витторио Мартиноли";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"Teresio Vittorio Martinoli";"テレジオ・ヴィットリオ・マルティノリ";"Teresio Vittorio Martinoli";"Терезіо Вітторіо Мартінолі";"Gunther Beyer";"Teresio Vittorio Martinoli";"테레지오 비토리오 마르티놀리";"Тэрэсьё Вітор'ё Марцінолі";"««Teresio Vittorio Martinoli»»";"特\t雷\t西\t奧．維\t托\t裡\t奧．馬\t蒂\t諾\t里";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Teresio Vittorio Martinoli";;
"country_italy_pilot_4";"Leonardo Ferrulli";"Leonardo Ferrulli";"Leonardo Ferrulli";"Leonardo Ferrulli";"Leonardo Ferrulli";"Леонардо Ферулли";"Leonardo Ferrulli";"Leonardo Ferrulli";"Leonardo Ferrulli";"Leonardo Ferrulli";"レオナルド・フェルッリ";"Leonardo Ferrulli";"Леонардо Феруллі";"Leonardo Ferrulli";"Leonardo Ferrulli";"레오나르도 페루리";"Леанарда Фэруллі";"««Leonardo Ferrulli»»";"萊\t昂\t納\t多．菲\t魯\t里";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Leonardo Ferrulli";;
"country_usa_pilot_1";"Atwood Chaney";"Atwood Chaney";"Atwood Chaney";"Atwood Chaney";"Atwood Chaney";"Этвуд Чени";"Atwood Chaney";"Atwood Chaney";"Atwood Chaney";"Atwood Chaney";"アトウッド・チェイニー";"Atwood Chaney";"Етвуд Чені";"Atwood Chaney";"Atwood Chaney";"앳우드 채니";"Этвуд Чэні";"««Atwood Chaney»»";"阿\t特\t伍\t德．查\t尼";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Atwood Chaney";;
"country_usa_pilot_2";"Morgan Brett";"Morgan Brett";"Morgan Brett";"Morgan Brett";"Morgan Brett";"Морган Бретт";"Morgan Brett";"Morgan Brett";"Morgan Brett";"Morgan Brett";"モーガン・ブレット";"Morgan Brett";"Морган Бретт";"Morgan Brett";"Morgan Brett";"모건 브렛";"Морган Брэт";"««Morgan Brett»»";"摩\t根．布\t雷\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Morgan Brett";;
"country_usa_pilot_3";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Мартин Блэки";"Martin Blakey";"Martin Blakey";"Martin Blakey";"Martin Blakey";"マーチン・ブランキー";"Martin Blakey";"Мартін Блекі";"Martin Blakey";"Martin Blakey";"마틴 블래키";"Марцін Блэкі";"««Martin Blakey»»";"馬\t丁．布\t萊\t基";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Martin Blakey";;
"country_usa_pilot_4";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Оскар Аткин";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"Oscar Atkin";"オスカー・アトキン";"Oscar Atkin";"Оскар Аткін";"Oscar Atkin";"Oscar Atkin";"오스카 앳킨";"Оскар Эткін";"««Oscar Atkin»»";"奧\t斯\t卡．阿\t特\t金";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Oscar Atkin";;
"country_ussr_pilot_1";"Georgy Badaev";"Georgy Badaev";"Georgy Badaev";"Georgy Badaev";"Georgy Badaev";"Георгий Бадаев";"Gieorgij Badajew";"Georgij Badajev";"Georgy Badaev";"Georgy Badaev";"ゲオルギ・バダエフ";"Georgy Badaev";"Георгій Бадаєв";"Georgy Badaev";"Georgij Badajev";"게오르기 바다예프";"Георгій Бадаеў";"««Georgy Badaev»»";"格\t奧\t爾\t基．巴\t達\t耶\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Georgy Badaev";;
"country_ussr_pilot_2";"Roman Marinin";"Roman Marinin";"Roman Marinin";"Roman Marinin";"Roman Marinin";"Роман Маринин";"Roman Marinin";"Roman Marinin";"Roman Marinin";"Roman Marinin";"ローマン・マリニン";"Roman Marinin";"Роман Марінін";"Roman Marinin";"Roman Marinyin";"로만 마리닌";"Раман Марынін";"««Roman Marinin»»";"羅\t曼．馬\t列\t寧";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Roman Marinin";;
"country_ussr_pilot_3";"Dmitry Strelcov";"Dmitry Strelcov";"Dmitry Strelcov";"Dimitry Strelcov";"Dmitry Strelcov";"Дмитрий Стрельцов";"Dmitrij Strielcow";"Dmitrij Strelcov";"Dmitry Strelcov";"Dmitry Strelcov";"ディミトリー・ストレルコフ";"Dmitry Strelcov";"Дмитро Стрєльцов";"Dmitry Strelcov";"Dmitrij Sztrelcov";"드미트리 스트렐코프";"Дзмітрый Стральцоў";"««Dmitry Strelcov»»";"德\t米\t特\t裡．斯\t特\t列\t爾\t科\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Dmitry Strelcov";;
"country_ussr_pilot_4";"Mikhail Tanaev";"Mikhail Tanaev";"Mikhail Tanaev";"Mikhail Tanaev";"Mikhail Tanaev";"Михаил Танаев";"Michaił Tanajew";"Michail Tanajev";"Mikhail Tanaev";"Mikhail Tanaev";"ミハイル・タナエフ";"Mikhail Tanaev";"Михайло Танаєв";"Mikhail Tanaev";"Mihail Tanajev";"미하일 타나에프";"Міхаіл Танаеў";"««Mikhail Tanaev»»";"米\t哈\t伊\t爾．塔\t納\t耶\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Mikhail Tanaev";;
"coop/Bot0";"Boris";"Boris";"Boris";"Boris";"Boris";"Boris";"Borys";"Boris";"Boris";"Boris";"ボリス";"Boris";"Борис";"Boris";"Borisz";"보리스";"Boris";"««Boris»»";"伯\t里\t斯";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Boris";;
"coop/Bot1";"John";"John";"John";"John";"John";"John";"John";"John";"John";"John";"ジョン";"John";"Джон";"John";"John";"존";"John";"««John»»";"約\t翰";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"John";;
"coop/Bot2";"Vladimir";"Vladimir";"Vladimir";"Wladimir";"Vladimir";"Vladimir";"Władimir";"Vladimir";"Vladimir";"Vladimir";"ウラジミール";"Vladimir";"Володимир";"Vladimir";"Vlagyimir";"블라디미르";"Vladimir";"««Vladimir»»";"弗\t拉\t基\t米\t爾";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Vladimir";;
"coop/Bot3";"Sam";"Sam";"Sam";"Sam";"Sam";"Sam";"Sam";"Sam";"Sam";"Sam";"サム";"Sam";"Сем";"Sam";"Sam";"샘";"Sam";"««Sam»»";"山\t姆";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Sam";;
"coop/Bot4";"Pedro";"Pedro";"Pedro";"Pedro";"Pedro";"Pedro";"Pedro";"Pedro";"Pedro";"Pedro";"ペドロ";"Pedro";"Педро";"Pedro";"Pedro";"페드로";"Pedro";"««Pedro»»";"佩\t德\t羅";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Pedro";;
"coop/Bot5";"Samuel";"Samuel";"Samuel";"Samuel";"Samuel";"Samuel";"Samuel";"Samuel";"Samuel";"Samuel";"サミュエル";"Samuel";"Семюел";"Samuel";"Samuel";"새뮤얼";"Samuel";"««Samuel»»";"撒\t母\t耳";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Samuel";;
"coop/Bot6";"Haru";"Haru";"Haru";"Haru";"Haru";"Haru";"Haru";"Haru";"Haru";"Haru";"ハル";"Haru";"Хару";"Haru";"Haru";"하루";"Haru";"««Haru»»";"哈\t魯";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Haru";;
"coop/Bot7";"Lucy";"Lucy";"Lucia";"Lucy";"Lucy";"Lucy";"Lucy";"Lucy";"Lucy";"Lucy";"ルーシー";"Lucy";"Люсі";"Lucy";"Lucy";"루시";"Lucy";"««Lucy»»";"露\t西";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Lucy";;
"coop/Bot8";"Harry";"Harry";"Harry";"Harry";"Harry";"Harry";"Harry";"Harry";"Harry";"Harry";"ハリー";"Harry";"Гаррі";"Harry";"Harry";"해리";"Harry";"««Harry»»";"哈\t利";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Harry";;
"coop/Bot9";"Leo";"Leo";"Leo";"Leo";"Leo";"Leo";"Leo";"Leo";"Leo";"Leo";"リオ";"Leo";"Лео";"Leo";"Leo";"레오";"Leo";"««Leo»»";"利\t奧";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Leo";;
"coop/Bot10";"Max";"Max";"Max";"Max";"Max";"Max";"Max";"Max";"Max";"Max";"マックス";"Max";"Макс";"Max";"Max";"맥스";"Max";"««Max»»";"馬\t克\t斯";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Max";;
"coop/Bot11";"Adam";"Adam";"Adam";"Adam";"Adam";"Adam";"Adam";"Adam";"Adam";"Adam";"アダム";"Adam";"Адам";"Adam";"Adam";"애덤";"Adam";"««Adam»»";"亞\t當";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Adam";;
"coop/Bot12";"Luke";"Luke";"Luca";"Luke";"Luke";"Luke";"Luke";"Luke";"Luke";"Luke";"ルーク";"Luke";"Люк";"Luke";"Luke";"루크";"Luke";"««Luke»»";"盧\t克";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Luke";;
"coop/Bot13";"Henry";"Henry";"Henry";"Henry";"Henry";"Henry";"Henry";"Henry";"Henry";"Henry";"ヘンリー";"Henry";"Генрі";"Henry";"Henry";"헨리";"Henry";"««Henry»»";"亨\t利";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Henry";;
"coop/Bot14";"Ryan";"Ryan";"Ryan";"Ryan";"Ryan";"Ryan";"Ryan";"Ryan";"Ryan";"Ryan";"ライアン";"Ryan";"Раян";"Ryan";"Ryan";"라이언";"Ryan";"««Ryan»»";"瑞\t恩";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Ryan";;
"coop/Bot15";"Alex";"Alex";"Alex";"Alex";"Alex";"Alex";"Alex";"Alex";"Alex";"Alex";"アレックス";"Alex";"Алекс";"Alex";"Alex";"알렉스";"Alex";"««Alex»»";"亞\t曆\t克\t斯";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Alex";;
"coop/Bot16";"Ryo";"Ryo";"Ryo";"Ryo";"Ryo";"Ryo";"Ryo";"Ryo";"Ryo";"Ryo";"リョウ";"Ryo";"Рьо";"Ryo";"Rjó";"료";"Ryo";"««Ryo»»";"亮";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Ryo";;
"coop/Bot17";"Shinya";"Shinya";"Shinya";"Shinya";"Shinya";"Shinya";"Shinya";"Šinja";"Shinya";"Shinya";"シンヤ";"Shinya";"Шинья";"Shinya";"Sinja";"신야";"Shinya";"««Shinya»»";"慎\t也";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Shinya";;
"coop/Bot18";"Tetsuo";"Tetsuo";"Tetsuo";"Tetsuo";"Tetsuo";"Tetsuo";"Tetsuo";"Tecuo";"Tetsuo";"Tetsuo";"テツオ";"Tetsuo";"Тетсуо";"Tetsuo";"Tecuo";"테츠오";"Tetsuo";"««Tetsuo»»";"哲\t生";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Tetsuo";;
"coop/Bot19";"Shoji";"Shoji";"Shoji";"Shoji";"Shoji";"Shoji";"Shoji";"Šoji";"Shoji";"Shoji";"ショウジ";"Shoji";"Сьодзі";"Shoji";"Sódzsi";"쇼지";"Shoji";"««Shoji»»";"莊\t司";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Shoji";;
"coop/Bot20";"Akira";"Akira";"Akira";"Akira";"Akira";"Akira";"Akira";"Akira";"Akira";"Akira";"アキラ";"Akira";"Акіра";"Akira";"Akira";"아키라";"Akira";"««Akira»»";"彰";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Akira";;
"coop/Bot21";"Yasushi";"Yasushi";"Yasushi";"Yasushi";"Yasushi";"Yasushi";"Yasushi";"Jasuši";"Yasushi";"Yasushi";"ヤスシ";"Yasushi";"Ясуші";"Yasushi";"Jaszusi";"야스시";"Yasushi";"««Yasushi»»";"康";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Yasushi";;
"coop/Bot22";"Jun";"Jun";"Giu";"Jun";"Jun";"Jun";"Jun";"Jun";"Jun";"Jun";"ジュン";"Jun";"Джун";"Jun";"Dzsun";"준";"Jun";"««Jun»»";"純";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Jun";;
"coop/Bot23";"Kenji";"Kenji";"Kenji";"Kenji";"Kenji";"Kenji";"Kenji";"Kendži";"Kenji";"Kenji";"ケンジ";"Kenji";"Кендзі";"Kenji";"Kendzsi";"켄지";"Kenji";"««Kenji»»";"健\t二";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Kenji";;
"coop/Bot24";"Kirill";"Kirill";"Kirill";"Kirill";"Kirill";"Kirill";"Kirył";"Kirill";"Kirill";"Kirill";"キリル";"Kirill";"Кирило";"Kirill";"Kirill";"키릴";"Kirill";"««Kirill»»";"基\t里\t爾";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Kirill";;
"coop/Bot25";"Vasiliy";"Vasiliy";"Vasiliy";"Wasiliy";"Vasiliy";"Vasiliy";"Wasilij";"Vasilij";"Vasiliy";"Vasiliy";"ワシリー";"Vasiliy";"Василь";"Vasiliy";"Vaszilij";"바실리";"Vasiliy";"««Vasiliy»»";"瓦\t西\t裡";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Vasiliy";;
"coop/Bot26";"Sergey";"Sergey";"Sergey";"Sergey";"Sergey";"Sergey";"Siergiej";"Sergej";"Sergey";"Sergey";"セルゲイ";"Sergey";"Сергій";"Sergey";"Szergej";"세르게이";"Sergey";"««Sergey»»";"謝\t爾\t蓋";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Sergey";;
"coop/Bot27";"Ivan";"Ivan";"Ivan";"Ivan";"Ivan";"Ivan";"Iwan";"Ivan";"İvan";"Ivan";"イヴァン";"Ivan";"Іван";"Ivan";"Ivan";"이반";"Ivan";"««Ivan»»";"伊\t萬";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Ivan";;
"coop/Bot28";"Igor";"Igor";"Igor";"Igor";"Igor";"Igor";"Igor";"Igor";"İgor";"Igor";"イゴール";"Igor";"Ігор";"Igor";"Igor";"이고르";"Igor";"««Igor»»";"伊\t格\t爾";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Igor";;
"coop/Bot29";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"Giovanni";"ジョバンニ";"Giovanni";"Джованні";"Giovanni";"Giovanni";"지오반니";"Giovanni";"««Giovanni»»";"喬\t萬\t尼";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Giovanni";;
"coop/Bot30";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"Mario";"マリオ";"Mario";"Маріо";"Mario";"Mario";"마리오";"Mario";"««Mario»»";"馬\t里\t奧";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Mario";;
"coop/Bot31";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"Luigi";"ルイジ";"Luigi";"Луїджі";"Luigi";"Luigi";"루이지";"Luigi";"««Luigi»»";"路\t易\t吉";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Luigi";;
"coop/Bot32";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"Erich";"エーリヒ";"Erich";"Еріх";"Erich";"Erich";"에리히";"Erich";"««Erich»»";"埃\t裡\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Erich";;
"coop/BotPrefix";"[ai] ";"[ai] ";"[ai] ";"[ai] ";"[ai] ";"[ии] ";"[ai] ";"[ai] ";"[ai] ";"[ai] ";"[アイ]";"[ai] ";"[ai] ";"[ai] ";"[MI] ";"[ai]";"ai ";"««[ai] »»";"AI";"AI";"[ai] ";;
"country_japan_pilot_5";"Eiji Togan";"Eiji Togan";"Eiji Togan";"Eiji Togan";"Eiji Togan";"Эйдзи Тоган";"Eiji Togan";"Eidži Togan";"Eiji Togan";"Eiji Togan";"若松 幸禧・\t赤松 貞明";"Eiji Togan";"Ейдзі Тоган";"Eiji Togan";"Togan Eidzsi";"토간 에이지";"Эідзі Тоган";"««Eiji Togan»»";"東\t岸\t榮\t治";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Eiji Togan";;
