"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"hon_japanese_first_wave_d01_ph10";"One more target hit!";"Encore une cible touchée !";"Un altro obiettivo colpito!";"Weiteres Ziel getroffen!";"¡Otro objetivo alcanzado!";"Еще одно попадание!";"Kolejny dostał!";"Další cíl je zasažen!";"Bir hedef daha vuruldu!";"又\t命\t中\t一\t个\t目\t标\t！";"もう\t一つ\t命中";"Um alvo mais atingido!";"One more target hit!";"Ще одно попадання!";"Još jedna meta pogođena!";"Még egy találat!";" 또 하나 맞췄고!";"Зноў у цэль!";"Încă o țintă lovită!";"又命中一個目標！";"又\t命\t中\t一\t个\t目\t标\t！";;
"hon_japanese_first_wave_d01_ph11";"The whole harbor is on fire!";"Le port entier est en feu !";"Tutto il porto è in fiamme!";"Der ganze Hafen brennt!";"¡Todo el puerto está en llamas!";"Вся гавань в огне!";"Cała przystań płonie!";"Celý přístav hoří!";"Bütün liman alevler içinde!";"整\t个\t海\t港\t已\t是\t一\t片\t火\t海\t！";"湾全体が\t炎上してる";"O porto inteiro está pegando fogo!";"The whole harbor is on fire!";"Уся гавань у вогні!";"Cela luka gori!";"Az egész kikötő lángokban áll!";" 진주만 전체가 불타오르는군!";"Уся гавань у агні!";"Întregul port este în flăcări!";"整個海港已是一片火海！";"整\t个\t海\t港\t已\t是\t一\t片\t火\t海\t！";;
"hon_jpn_second_wave_d01_ph01";"We takeoff in 30 minutes after the first wave.";"Nous décollerons 30 minutes après la première vague.";"Decolliamo 30 minuti dopo il primo stormo.";"Wir starten 30 Minuten nach der ersten Welle.";"Despegamos 30 minutos después de la primera ola.";"Мы вылетаем через 30 минут после первой волны.";"Startujemy 30 minut po pierwszej fali.";"Vzlétneme za 30 minut po první vlně.";"İlk dalgadan sonra 30 dakika içinde kalkıyoruz.";"我\t们\t比\t第\t一\t波\t晚\t 30 \t分\t钟\t起\t飞\t。";"我々は\t第一波の\t三十分後に\t発艦する";"Vamos decolar em 30 minutos após a primeira onda.";"We takeoff in 30 minutes after the first wave.";"Ми вилітаємо через 30 хвилин після першої хвилі.";"Polećemo 30 minuta posle prvog talasa.";"30 perccel az első hullám után szállunk fel.";" 우린 첫 번째 공세 이후 30분 내로 이함한다.";"Мы вылятаем праз 30 хвілін пасля першай хвалі.";"Decolăm în 30 de minute după primul val.";"我們比第一波晚 30 分鐘起飛。";"我\t们\t比\t第\t一\t波\t晚\t 30 \t分\t钟\t起\t飞\t。";;
"hon_jpn_second_wave_d01_ph02";"The first wave was successful!";"Premier assaut réussi !";"Il primo stormo ha avuto successo!";"Die erste Welle war erfolgreich!";"¡La primera ola tuvo éxito!";"Первая волна добилась успеха!";"Pierwsza fala odniosła sukces!";"První vlna byla úspěšná!";"İlk dalga başarılı!";"第\t一\t波\t攻\t击\t成\t功\t！";"第一波の\t突入は\t成功だ";"A primeira onda foi bem sucedida!";"The first wave was successful!";"Перша хвиля добилася успіху!";"Prvi talas je bio uspešan!";"Az első hullám sikeres volt!";" 첫 번째 공격은 성공적이군!";"Першая хваля спрацавала паспяхова!";"Primul val a avut succes!";"第一波攻擊成功！";"第\t一\t波\t攻\t击\t成\t功\t！";;
"hon_jpn_second_wave_d01_ph03";"We must confirm our success!";"Nous devons confirmer notre victoire !";"Dobbiamo confermare il nostro successo!";"Wir müssen diesen Erfolg bestätigen!";"¡Debemos afianzar nuestro triunfo!";"Нужно закрепить наш успех!";"Musimy potwierdzić nasze zwycięstwo!";"Musíme potvrdit náš úspěch!";"Başarımızı onaylamalıyız!";"我\t们\t必\t须\t乘\t胜\t追\t击\t，\t巩\t固\t战\t果\t！";"我々も\t続くぞ";"Nós devemos confirmar nosso sucesso!";"We must confirm our success!";"Треба закріпити наш успіх!";"Moramo da potvrdimo naš uspeh!";"Biztosra kell mennünk!";" 우린 반드시 공격이 성공했는지 확인해야 한다!";"Трэба замацаваць поспех!";"Trebuie să ne confirmăm succesul!";"我們必須乘勝追擊，鞏固戰果！";"我\t们\t必\t须\t乘\t胜\t追\t击\t，\t巩\t固\t战\t果\t！";;
"hon_jpn_second_wave_d01_ph04";"We’ve got to continue attacking ships!";"Il faut continuer à attaquer des bateaux !";"Dobbiamo continuare ad attaccare le navi!";"Wir müssen weiter die Schiffe angreifen!";"¡Debemos continuar atacando a los buques!";"Продолжаем атаку на корабли!";"Musimy dalej atakować okręty!";"Musíme pokračovat v útocích na lodě!";"Gemilere saldırmaya devam etmeliyiz!";"我\t们\t必\t须\t继\t续\t攻\t击\t港\t内\t的\t舰\t只\t！";"艦艇への\t攻撃続行だ";"Temos que continuar atacando navios!";"We’ve got to continue attacking ships!";"Продовжуємо атаку на кораблі!";"Nastavićemo da napadamo brodove!";"Folytatnunk kell a hajók támadását!";" 우린 계속 함선을 공격해야 한다!";"Працягваем атаку на караблі!";"Trebuie să continuăm atacul asupra navelor!";"我們必須繼續攻擊港內的艦隻！";"我\t们\t必\t须\t继\t续\t攻\t击\t港\t内\t的\t舰\t只\t！";;
"hon_jpn_second_wave_d01_ph05";"Attack the flying boat base!";"Attaquez la base de l’hydravion !";"Attaccate la base dell'idrovolante a scafo!";"Greifen Sie die Basis der Flugboote an!";"¡Ataquen a la base de hidroaviones!";"Атакуем базу летающих лодок!";"Atakować bazę łodzi latających!";"Zaútočte na základnu hydroplánů!";"Üsteki çıkarma gemilerine saldırın!";"攻\t击\t水\t上\t飞\t机\t基\t地\t！";"水上機基地を\t攻撃せよ";"Ataque a base de hidroaviões!";"Attack the flying boat base!";"Атакуємо базу літальних човнів!";"Napadnite hidroavionsku bazu!";"Támadjátok a hidroplánbázist!";" 비행정 기지를 공격하라!";"Атакуем базу лятучых лодак!";"Atacați baza hidroavioanelor!";"攻擊水上飛機基地！";"攻\t击\t水\t上\t飞\t机\t基\t地\t！";;
"hon_jpn_second_wave_d01_ph06";"Attack hangars and airplanes at the air-port!";"Attaquez les hangars et les avions à l’aéroport !";"Attaccate le aviorimesse e gli aerei che si trovano nell'aeroporto!";"Greifen Sie die Hangar und Flugzeuge auf dem Flughafen an!";"¡Ataquen a los hangares y a los aviones en el aeropuerto!";"Атакуем ангары и самолёты на аэродроме!";"Atakujcie hangary i samoloty na lotnisku!";"Zaútoč na hangáry a letouny na letišti!";"Hava alanındaki uçak ve hangarlara saldırın!";"攻\t击\t机\t场\t的\t机\t库\t和\t飞\t机\t！";"飛行場の\t格納庫と\t航空機を\t狙え！";"Ataque hangares e os aviões no aeroporto!";"Attack hangars and airplanes at the air-port!";"Атакуємо ангари і літаки на аеродромі!";"Napadnite hangare i avione na aerodromu!";"Támadjátok a hangárokat és a repülőtéren állomásozó gépeket!";" 비행장의 격납고와 비행기들을 공격하라!";"Атакуем ангары і самалёты на аэрадроме!";"Atacați hangarele și avioanele de pe aeroport!";"攻擊機場的機庫和飛機！";"攻\t击\t机\t场\t的\t机\t库\t和\t飞\t机\t！";;
"hon_usa_sbd_d01_ph01";"There are no targets, I'll continue patrolling.";"Pas de cibles, je continue de patrouiller.";"Non ci sono obiettivi, continuo la ricognizione.";"Keine Ziele vorhanden, fahre mit Patrouille fort.";"No hay objetivos, continuaré patrullando.";"Целей в заданном квадрате не обнаружено, продолжаю патрулирование.";"Nie ma więcej celów, wznawiam patrol.";"Nejsou tu žádné cíle. Budu pokračovat v hlídkování.";"Hedef yok, devriyeye devam ediyorum.";"没\t发\t现\t目\t标\t，\t我\t会\t继\t续\t巡\t逻\t。";"標的は\t確認出来ず　\t哨戒を\t続ける";"Não há nenhum alvo, eu vou continuar patrulhando.";"There are no targets, I'll continue patrolling.";"Цілей в заданому квадраті не виявлено, продовжую патрулювання.";"Nema meta, nastaviću da patroliram.";"Nincsenek célpontok, folytatom a járőrözést.";" 목표가 없군, 초계를 계속하겠다.";"У гэтым квадраце цэляў не выявіў, працягваю патруляванне.";"Nu mai există ținte, voi continua să patrulez.";"沒有發現目標，我將繼續巡邏";"没\t发\t现\t目\t标\t，\t我\t会\t继\t续\t巡\t逻\t。";;
"hon_usa_sbd_d01_ph02";"What’s that smoke?!";"D’où vient cette fumée ?!";"Cos'è quel fumo?!";"Woher kommt der Rauch?!";"¡¿Qué es ese humo?!";"Что это за дым?!";"Co to za dym?!";"Co je to za dým?!";"O duman da ne?!";"那\t团\t烟\t是\t怎\t么\t回\t事\t？\t！";"あの\t煙は？";"O que é esta fumaça?!";"What’s that smoke?!";"Що це за дим?!";"Kakav je taj dim?!";"Mi az a füst?!";" 저 연기는 뭐지?!";"Што гэта за дым?!";"Ce-i cu acel fum?";"那煙霧是怎麼回事?!";"那\t团\t烟\t是\t怎\t么\t回\t事\t？\t！";;
"hon_usa_sbd_d01_ph03";"It’s our ships burning!";"Ce sont nos bateaux qui brûlent !";"È la nostra nave in fiamme!";"Unsere Schiffe brennen!";"¡Son nuestros buques en llamas!";"Это горят наши корабли!";"To płoną nasze okręty!";"To hoří naše lodě!";"Gemilerimiz yanıyor!";"我\t们\t的\t舰\t只\t正\t在\t燃\t烧\t！";"船が\t燃えてるぞ";"Os nossos navios estão queimando!";"It’s our ships burning!";"Це горять наші кораблі!";"Naši brodovi gore!";"Lángokban állnak a hajóink!";" 우리 함선들이 불타고 있잖아!";"Гэта нашы караблі гараць!";"Sunt navele noastre care ard!";"我們的船艦在燃燒!";"我\t们\t的\t舰\t只\t正\t在\t燃\t烧\t！";;
"hon_usa_sbd_d01_ph04";"Don’t shoot me, I’m friendly!";"Ne tirez pas, je suis du même camp !";"Non spararmi, sono un amico!";"Nicht schießen! Ich gehöre zu euch!";"¡No dispares, soy de los tuyos!";"Не стреляйте, я свой!";"Nie strzelaj do mnie, jestem po twojej stronie!";"Nestřílejte po mně, já jsem s vámi!";"Bana ateş etme, ben dostum!";"别\t开\t火\t，\t自\t己\t人\t！";"撃つな！味方だ！";"Não me dispares, sou aliado!";"Don’t shoot me, I’m friendly!";"Не стріляйте, я свій!";"Ne pucajte me, nisam neprijatelj!";"Ne lőj rám! Veled vagyok!";" 쏘지마! 아군이다!";"Не страляйце, я свой!";"Nu trageți în mine, sunt prieten!";"別開火, 我是友軍!";"别\t开\t火\t，\t自\t己\t人\t！";;
"hon_usa_sbd_d01_ph05";"Just let me land!";"Laisse-moi t’aider !";"Lascia che ti dia una mano!";"Lasst mich einfach landen!";"¡Tan sólo déjame aterrizar!";"Дайте же приземлиться!";"Po prostu daj mi wylądować!";"Jen mě nechte přistát!";"Sadece inmeme izin ver!";"让\t我\t着\t陆\t！";"援護してくれ！";"Deixe-me pousar!";"Just let me land!";"Дайте ж приземлитися!";"Pustite me da sletim!";"Csak hagyjatok leszállni!";"착륙하겠다!";"Дайце ж сесці!";"Lăsați-mă să aterizez!";"讓我降落!";"让\t我\t着\t陆\t！";;
"hon_usa_sbd_d01_ph06";"Zeros on my six! Maneuver!";"Plusieurs cibles à six heures ! Contrez !";"Diversi Zero a ore sei! Manovre!";"Mehrere Zeros hinter mir! Ausweichmanöver!";"¡Zeros a mis seis! ¡Maniobren!";"Несколько Зеро на хвосте! Маневрируй!";"Mam Zera na szóstej! Manewruję!";"Mám Zera za zády! Uhýbám!";"Zerolar arkamda! Manevra yapıyorum!";"六\t点\t钟\t方\t向\t发\t现\t零\t战\t！\t赶\t紧\t规\t避\t！";"六時方向に\tゼロ！早く！";"Zeros à seis! Manobre!";"Zeros on my six! Maneuver!";"Декілька Зеро на хвості! Маневруй!";"Zeroi iza mene! Manervišite!";"Zerók vannak mögöttem! Kitérek!";" 6시에 제로기! 기동한다!";"Некалькі Zero на хвасце! Манеўруй!";"Zero în spatele meu! Manevră!";"六點鐘方向發現零戰！趕緊規避！";"六\t点\t钟\t方\t向\t发\t现\t零\t战\t！\t赶\t紧\t规\t避\t！";;
"hon_usa_sbd_d01_ph07";"My ammo is empty!";"Je n’ai plus de munitions !";"Non ho più munizioni!";"Meine Munition ist alle!";"¡Ya no tengo municiones!";"У меня кончились патроны!";"Skończyła mi się amunicja!";"Došla mi munice!";"Cephanem yok!";"我\t的\t弹\t药\t用\t光\t了\t！";"こっちは\t弾切れだ！";"Estou sem munição!";"My ammo is empty!";"У мене закінчилися патрони!";"Nemam više municije!";"Kifogyott a lőszerem!";" 탄약이 다 떨어졌어!";"У мяне скончыліся патроны!";"Muniția mea este terminată!";"我的彈藥空了!";"我\t的\t弹\t药\t用\t光\t了\t！";;
"hon_usa_sbd_d01_ph08";"I’m shot down!";"Je suis abattu !";"Sono stato colpito!";"Ich gehe runter!";"¡Me han derribado!";"Я подбит!";"Zestrzelili mnie!";"Dostal jsem to!";"Vuruldum!";"我\t被\t击\t落\t了\t！";"やられた！";"Eu fui abatido!";"I’m shot down!";"Я підбитий!";"Oboren sam!";"Lelőttek!";" 격추당했어!";"Мяне падбілі!";"Sunt împușcat!";"我被擊落了!";"我\t被\t击\t落\t了\t！";;
"hon_usa_sbd_d01_ph09";"We need to turn back.";"Nous devons revenir";"Dobbiamo tornare indietro.";"Wir müssen umkehren.";"Debemos regresar.";"Надо поворачивать!";"Musimy zawrócić.";"Musíme se vrátit.";"Geriye dönmemiz gerek.";"我\t们\t得\t赶\t紧\t撤\t退\t。";"戻らないとなりません。";"Temos de voltar atrás.";"We need to turn back.";"Потрібно повертати!";"Moramo se vratiti nazad.";"Vissza kell fordulnunk.";" 우린 귀환해야 한다.";"Трэба разварочвацца!";"Trebuie să ne întoarcem.";"我們得趕緊撤退。";"我\t们\t得\t赶\t紧\t撤\t退\t。";;
