"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"controls/turret_y";"Gunner aiming control (Y-axis)";"Contrôle visée mitrailleur en tourelle (axe Y)";"Controllo puntamento artigliere (asse Y)";"Zielen mit Bordschütze (Y-Achse)";"Control de puntería de artillero (eje Y)";"Управление прицелом (ось Y)";"Sterowanie celowaniem strzelca (oś Y)";"Ovládání míření střelce (osa Y)";"Silahçı Nişan Kontrolleri (Y-ekseni)";"机\t枪\t手\t瞄\t准\t控\t制\t（\tY \t轴\t）";"銃砲照準（Y\t軸）";"Controlo da mira do Atirador (eixo Y)";"Gunner aiming control (Y-axis)";"Керування прицілом (вісь Y)";"Kontrola nišanjena mitraljesca (Y osa)";"Lövész célzás (Y tengely)";"사수 조준 (Y 축)";"Кіраванне прыцэлам стралка (вось Y)";"Control țintire tunar (axa Y)";"機\t槍\t手\t瞄\t準\t控\t制\t(Y\t軸)";"机\t枪\t手\t瞄\t准\t控\t制\t（\tY \t轴\t）";;
"controls/none";"None";"Aucun";"No";"Keine";"Ninguno";"Нет";"Brak";"Žádné";"Yok";"无";"なし";"Nenhum";"None";"Немає";"Ništa";"Nincs";"설정 없음";"Няма";"Nimic";"無";"无";;
"controls/mouse_look_type";"Mouse look works only if ""Mouse look"" pressed";"La visée avec la souris fonctionne uniquement si vous appuyez sur « Visée avec la souris »";"La vista mouse è attivata solo se ""Vista mouse"" è premuto";"Umschauen funktioniert nur bei gedrückter ""Maussicht""-Taste";"Vista del ratón solo funciona si se presiona ""Vista de Ratón""";"Обзор мышью при нажатой кнопке ""Обзор мышью""";"Rozglądanie się za pomocą myszy działa tylko, jeśli się je włączy";"Rozhlížení pomocí myši funguje pouze při stisku tlačítka ""Rozhlížení pomocí myši""";"Fare görünümü sadece ""fare görünümü"" basılıysa çalışır";"只\t有\t按\t下\t“\t鼠\t标\t视\t角\t”\t键\t才\t能\t用\t鼠\t标\t控\t制\t视\t角\t方\t向";"マウス\t表示は、\t「マウス\t表示」\tが\t押された\t時だけ\t機能します";"""Olhar de Mouse funciona somente se a tecla ""Olhar de Mouse"" estiver pressionado";"Mouse look works only if ""Mouse look"" pressed";"Огляд мишкою лише при натисненій кнопці ""Огляд мишкою""";"""Gledanje mišem je omogućeno samo ako je ""Gledanje mišem"" pritisnuto";"Nézelődni az egérrel csak akkor tudsz, ha lenyomva tartod a „Nézelődés egérrel” gombot.";"마우스를 이용한 시야 조정은 ""마우스 시점 활성화""가 눌렸을 때만 작동됩니다.";"Уключыць агляд мышшу, толькі калі кнопка «Агляд мышшу» націснута";"Privirea cu mouse-ul funcționează doar dacă opțiunea „Privire cu mouse” este activată";"只\t有\t點\t選\t“\t滑\t鼠\t視\t角\t”\t鍵\t才\t能\t用\t滑\t鼠\t控\t制\t視\t角\t方\t向";"只\t有\t按\t下\t“\t鼠\t标\t视\t角\t”\t键\t才\t能\t用\t鼠\t标\t控\t制\t视\t角\t方\t向";;
"controls/camera_smooth";"Camera Smoothness";"Fluidité caméra";"Uniformità telecamera";"Glättung";"Fluidez de la cámara";"Сглаживание камеры";"Płynność kamery";"Plynulost rozhlížení";"Kamera Yumuşaklığı";"视\t角\t平\t滑\t度";"カメラの\t慣性";"Suavidade da câmara";"Camera Smoothness";"Згладжування камери";"Uglađenost Kamere";"Kameramozgás egyenletessége";"시야 회전 관성";"Плаўнасць руху камеры";"Fluiditate cameră";"視\t角\t平\t滑\t度";"视\t角\t平\t滑\t度";;
"controls/camera_speed";"Camera Look Speed";"Vitesse vue caméra";"Velocità telecamera";"Geschwindigkeit";"Velocidad de visión de la cámara";"Скорость движения камеры";"Prędkość kamery";"Rychlost rozhlížení";"Kamera Hızı";"视\t角\t灵\t敏\t度";"カメラの\t注視点移動速度";"Velocidade da Câmara ao olhar";"Camera Look Speed";"Швидкість руху камери";"Brzina kamere";"Kameramozgás sebessége";"시점 이동 속도";"Хуткасць руху камеры";"Viteză privire cu camera";"視\t角\t靈\t敏\t度";"视\t角\t灵\t敏\t度";;
"controls/gunner_joy_speed";"Aiming control speed";"Contrôle de la vitesse de visée";"Velocità di controllo puntamento";"Zielgeschwindigkeit";"Velocidad de control de apuntado";"Скорость управления прицелом";"Prędkość kontroli celowania";"Rychlost ovládání míření";"Nişan alma kontrol hızı";"瞄\t准\t灵\t敏\t度";"照準操作速度";"Controle de velocidade da mira";"Aiming control speed";"Швидкість керування прицілом";"Kontrola brzine nišanjenja";"Célzásvezérlés sebessége";"조준 속도";"Хуткасць прыцэльвання";"Control viteză țintire";"瞄\t準\t控\t制\t速\t度";"瞄\t准\t灵\t敏\t度";;
"controls/gunner/gun_jammed";"Gun jammed";"Arme enrayée";"Arma inceppata";"Waffe klemmt
";"Arma atascada";"Оружие заклинило";"Broń się zacięła";"Gun jammed";"Silah tutukluluk yaptı";"武\t器\t卡\t壳";"弾詰まり";"Arma encravada";"Gun jammed";"Зброю заклинило";"Oružje se zaglavilo";"A fegyver beragadt";"기총 걸림";"Узбраенне заклінавалася";"Armă blocată";"武\t器\t卡\t彈";"武\t器\t卡\t壳";;
"controls/gunner/no_bullets_left";"Out of ammo";"Munitions épuisées";"Munizioni esaurite";"Munition aufgebraucht";"Sin munición";"Закончились боеприпасы";"Zabrakło amunicji";"Out of ammo";"Cephane tükendi";"弹\t药\t耗\t尽";"弾薬が\t残っていません";"Sem munição";"Out of ammo";"Скінчились набої";"Nestalo municije";"Kifogytál a lőszerből";"잔탄 없음";"Пусты боезапас";"Muniție terminată";"彈\t藥\t耗\t盡";"弹\t药\t耗\t尽";;
"controls/camera_mouse_speed";"Camera Mouse Look Speed";"Vitesse de la caméra de visée à la souris";"Velocità telecamera in vista mouse";"Geschwindigkeit beim Umschauen (Maussicht)";"Velocidad de cámara de vista de ratón";"Скорость движения камеры мышью";"Prędkość kamery przy rozglądaniu się za pomocą myszy";"Rychlost rozhlížení myší";"Kamera Fare Hızı";"鼠\t标\t视\t角\t灵\t敏\t度";"カメラ マウス\t表示速度";"Velocidade do Mouse ao olhar pela Câmara";"Camera Mouse Look Speed";"Швидкість руху камери мишею";"Brzina pomeranja kamere mišem";"Kameramozgás sebessége egérrel";"마우스 시점 이동 속도";"Хуткасць руху камеры пры аглядзе мышшу";"Viteză cameră în privirea cu mouse";"滑\t鼠\t視\t角\t速\t度";"鼠\t标\t视\t角\t灵\t敏\t度";;
"controls/hatview_mouse";"Relative camera movement on hatview";"Mouvement de la caméra sans recentrage auto";"Movimento relativo telecamera su hatview";"Relative Bewegung über Hatview";"Movimiento relativo de la cámara en vista aérea";"Относительное движение камеры";"Sterowanie względne kamerą przy użyciu grzybka";"Relativní posun pohledu pomocí kloboučku";"Şapka tuşunda göreceli kamera hareketi";"苦\t力\t帽\t相\t对\t视\t角\t移\t动";"ハットビュー\t時の\tカメラの\t相対移動";"Movimento relativo da camara na visão da cabeça";"Relative camera movement on hatview";"Відносний рух камери";"Relativno pomeranje kamere na kontroli kamere";"Relatív kameramozgás belső nézetben";"햇키를 사용한 시야 조절에서 상대적 제어 사용";"Адносны рух камеры";"Mișcare relativă cameră de deasupra";"苦\t力\t帽\t的\t相\t對\t視\t角\t移\t動";"苦\t力\t帽\t相\t对\t视\t角\t移\t动";;
"controls/trackIrZoom";"Control zoom with head tracking";"Contrôler le zoom avec le suivi de tête";"Controllo zoom con il rilevamento volto";"Zoom mit Head-Tracking steuern";"Usar zoom con el head tracking";"Приближение перемещением головы";"Użyj przybliżenia podczas śledzenia obiektu ruchem głowy";"Ovládání přiblížení pohledu se sledováním hlavy";"Baş takibi ile yaklaştırmayı kontrol et";"启\t用\t头\t部\t跟\t踪\t缩\t放";"ヘッドトラッキング\t時に\tズームを\t有効化";"Controlar o zoom com acompanhamento da cabeça";"Control zoom with head tracking";"Приближення від відслідковування голови";"Koristi zum sa sistemom za praćenje pokreta glave";"Közelítés vezérlése fejkövetéssel";"헤드트래킹으로 줌 사용";"Кіраванне набліжэннем праз рух галавы";"Controlare zoom cameră cu mișcarea capului";"啟\t用\t頭\t部\t追\t蹤\t縮\t放";"启\t用\t头\t部\t跟\t踪\t缩\t放";;
"hotkeys/trackIrZoom";"Would you like to control zoom with head tracking?";"Souhaitez-vous contrôler le zoom avec le suivi de tête?";"Vuoi controllare lo zoom con il rilevamento volto?";"Soll die Zoom-Stufe mit Head-Tracking gesteuert werden?";"¿Quieres utilizar el zoom con el seguidor de cabeza?";"Управлять приближением с помощью перемещения головы?";"Czy chcesz użyć przybliżenia podczas śledzenia ruchów głowy?";"Chceš používat ovládání přiblížení pohledu se sledováním hlavy?";"Baş takibi ile yakınlaştırmayı kontrol etmek ister misiniz?";"打\t算\t启\t用\t头\t部\t跟\t踪\t缩\t放\t功\t能\t吗\t？";"ヘッドトラックで\tズームを\t使用しますか？";"Quer utilizar o zoom com acompanhamento da cabeça?";"Would you like to control zoom with head tracking?";"Використовувати приближення від відслідковування голови?";"Da li želite da koristite zum sa sistemom za praćenja pokreta glave?";"Szeretnéd fejkövetéssel vezérelni a közelítést?";"헤드트래킹으로 줌 기능을 사용하시겠습니까?";"Ці хочаце кіраваць набліжэннем з дапамогай руху галавы?";"Dorești să controlezi apropierea/îndepărtarea imaginii prin mișcarea capului?";"啟\t用\t頭\t部\t追\t蹤\t縮\t放\t功\t能\t嗎\t？";"打\t算\t启\t用\t头\t部\t跟\t踪\t缩\t放\t功\t能\t吗\t？";;
"controls/trackIrAsHeadInTPS";"Fixed camera position in 3rd person view";"Position de caméra fixe en vue à la 3ème personne";"Telecamera fissa in 3^ persona";"Ansicht in Außenansicht fixiert";"Rotación de la cabeza con el seguidor de cabeza";"Фиксировать позицию камеры в виде от третьего лица";"Stała pozycja kamery w widoku trzeciej osoby";"Pevná pozice pohledu při vnějším pohledu";"3. şahıs görüşünde sabit kamera konumu";"第\t三\t人\t称\t固\t定\t视\t角\t位\t置";"ヘッドトラッキング\t時に\t頭部の\t回転を\t有効化";"Fixar câmera em 3ª pessoa";"Fixed camera position in 3rd person view";"Поворот на місці при відслідковуванні голови";"Rotacija glavom sa praćenjem glave";"Rögzített kamerapozíció külső nézetben";"헤드트래킹을 사용하여 머리 회전";"Фіксаваць пазіцыю камеры пры відзе ад трэцяй асобы";"Poziție fixă cameră exterioară";"修\t正\t視\t角\t在\t第\t三\t人\t稱\t視\t角\t中\t的\t位\t置";"第\t三\t人\t称\t固\t定\t视\t角\t位\t置";;
"hotkeys/trackIrAsHeadInTPS";"Fix camera position in 3rd person view";"Fixer la position de caméra en vue à la 3ème personne";"Fissa la telecamera in visuale 3^ persona";"Ansicht in Außenansicht fixieren";"Rotación de la cabeza con el seguidor de cabeza";"Фиксировать позицию камеры в виде от третьего лица";"Stała pozycja kamery w widoku trzeciej osoby";"Zafixovat pozici pohledu při vnějším pohledu";"3. şahıs görüşünde kamera konumunu sabitle";"第\t三\t人\t称\t固\t定\t视\t角\t位\t置";"ヘッドトラッキング\t時に\t頭部の\t回転を\t有効化";"Fixar câmera em 3ª pessoa";"Fix camera position in 3rd person view";"Поворот на місці при відслідковуванні голови";"Rotacija glavom sa praćenjem glave";"Kamerapozíció rögzítése külső nézetben";"헤드트래킹을 사용하여 머리 회전";"Фіксаваць пазіцыю камеры пры відзе ад трэцяй асобы";"Fixare poziție cameră exterioară";"固\t定\t視\t角\t在\t第\t三\t人\t稱\t視\t角\t中\t的\t位\t置";"第\t三\t人\t称\t固\t定\t视\t角\t位\t置";;
"controls/trackIrForLateralMovement";"Track head movement up-down/left-right";"Suivre les mouvements de tête haut-bas/gauche-droite";"Tracciamento movimento testa su-giù/sinistra-destra";"Kopfbewegung auf-ab/links-rechts verfolgen";"Seguimiento de movimiento de cabeza arriba-abajo/izquierda-derecha";"Отслеживать перемещения вверх-вниз/влево-вправо";"Śledzenie ruchów głowy góra-dół/lewo-prawo";"Sledování pohybu hlavy nahoru - dolů / doleva - doprava";"Kafa hareketini izle yukarı-aşağı/sola-sağa";"头\t部\t跟\t踪\t上\t-\t下\t／\t左\t-\t右\t移\t动";"ヘッドトラックの\t上下左右の\t動き";"Seguir o movimento da cabeça cima-baixo/esquerda-direita";"Track head movement up-down/left-right";"Відстежувати переміщення вгору-вниз / вліво-вправо";"Pratite ktetanje glave gore-dole / levo-desno";"Fejmozgás követése fel-le/balra-jobbra";"상하/좌우방향 파일럿 머리 움직임";"Сачыць за рухам галавы уверх-уніз/улева-управа";"Urmărire mișcare cap sus-jos/stânga-dreapta";"追\t蹤\t頭\t部\t移\t動\t上\t下\t/\t左\t右";"头\t部\t跟\t踪\t上\t-\t下\t／\t左\t-\t右\t移\t动";;
"hotkeys/trackIrForLateralMovement";"Track head movement up-down/left-right";"Suivre les mouvements de tête haut-bas/gauche-droite";"Tracciamento movimento testa su-giù/sinistra-destra";"Kopfbewegung auf-ab/links-rechts verfolgen";"Seguimiento de movimiento de cabeza arriba-abajo/izquierda-derecha";"Отслеживать перемещения вверх-вниз/влево-вправо";"Śledzenie ruchów głowy góra-dół/lewo-prawo";"Sledování pohybu hlavy nahoru - dolů / doleva - doprava";"Kafa hareketini izle yukarı-aşağı/sola-sağa";"头\t部\t跟\t踪\t上\t-\t下\t／\t左\t-\t右\t移\t动";"ヘッドトラックの\t上下左右の\t動き";"Seguir o movimento da cabeça cima-baixo/esquerda-direita";"Track head movement up-down/left-right";"Відстежувати переміщення вгору-вниз / вліво-вправо";"Pratite ktetanje glave gore-dole / levo-desno";"Fejmozgás követése fel-le/balra-jobbra";"상하/좌우 방향 파일럿 머리 움직임";"Сачыць за рухам галавы уверх-уніз/улева-управа";"Urmărire mișcare cap sus-jos/stânga-dreapta";"追\t蹤\t頭\t部\t移\t動\t上\t下\t/\t左\t右";"头\t部\t跟\t踪\t上\t-\t下\t／\t左\t-\t右\t移\t动";;
"controls/aim_time_nonlinearity_air";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento joypad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyspieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手\t柄\t瞄\t准\t加\t速";"ゲームパッドの\t照準の\t加速度";"Aceleração de mira no controle";"Gamepad aim acceleration";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖\t桿\t瞄\t準\t加\t速";"手\t柄\t瞄\t准\t加\t速";;
"controls/aim_time_nonlinearity_tank";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento joypad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyspieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手\t柄\t瞄\t准\t加\t速";"ゲームパッドの\t照準の\t加速度";"Aceleração de mira no controle";"Gamepad aim acceleration";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖\t桿\t瞄\t準\t加\t速";"手\t柄\t瞄\t准\t加\t速";;
"controls/aim_time_nonlinearity_ship";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento joypad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyspieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手\t柄\t瞄\t准\t加\t速";"ゲームパッドの\t照準の\t加速度";"Aceleração de mira no controle";"Gamepad aim acceleration";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖\t桿\t瞄\t準\t加\t速";"手\t柄\t瞄\t准\t加\t速";;
"controls/aim_time_nonlinearity_submarine";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento gamepad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyśpieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan ivmesi";"手\t柄\t瞄\t准\t加\t速";"ゲームパッドの\t照準加速度";"Aceleração de mira no controle";"Gamepad aim acceleration";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖\t桿\t瞄\t準\t加\t速";"手\t柄\t瞄\t准\t加\t速";;
"controls/aim_acceleration_delay_air";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄\t准\t加\t速\t延\t迟";"照準の\t加速度の\t遅延";"Atraso na aceleração de mira";"Aim acceleration delay";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄\t準\t加\t速\t延\t遲";"瞄\t准\t加\t速\t延\t迟";;
"controls/aim_acceleration_delay_tank";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄\t准\t加\t速\t延\t迟";"照準の\t加速度の\t遅延";"Atraso na aceleração de mira";"Aim acceleration delay";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄\t準\t加\t速\t延\t遲";"瞄\t准\t加\t速\t延\t迟";;
"controls/aim_acceleration_delay_ship";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄\t准\t加\t速\t延\t迟";"照準の\t加速度の\t遅延";"Atraso na aceleração de mira";"Aim acceleration delay";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄\t準\t加\t速\t延\t遲";"瞄\t准\t加\t速\t延\t迟";;
"controls/aim_acceleration_delay_submarine";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan ivme gecikmesi";"瞄\t准\t加\t速\t延\t迟";"照準加速度の\t遅延";"Atraso na aceleração de mira";"Aim acceleration delay";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄\t準\t加\t速\t延\t遲";"瞄\t准\t加\t速\t延\t迟";;
"controls/modifier";"Modifier button";"Bouton modification";"Pulsante modif.";"Änderungstaste";"Cambiar Botón";"Кнопка-модификатор";"Przycisk modyfikatora";"klávesa modifikátoru";"Değiştirme düğmesi";"调\t整\t按\t键";"変更\tボタン";"Botão modificador";"Modifier button";"Кнопка-модифікатор";"Taster za modifikacije";"Módosítás";"버튼 수정";"Кнопка-мадыфікатар";"Buton modificator";"調\t整\t按\t鍵";"调\t整\t按\t键";;
"options/none";"None";"Aucun";"No";"Keine";"No";"Нет";"Brak";"Žádné";"Yok";"无";"なし";"Nenhum";"None";"Немає";"Nijedan";"Nincs";"없음";"Няма";"Fără";"無";"无";;
"options/skip";"Skip";"Passer";"Salta";"Überspringen";"Omitir";"Пропустить";"Pomiń";"Přeskočit";"Atla";"跳\t过";"スキップ";"Passar à frente";"Skip";"Пропустити";"Preskoči";"Kihagyás";"건너뛰기";"Прапусціць";"Ignorare";"略\t過";"跳\t过";;
"controls/noModifier";"Select a button";"Sélectionner un Bouton";"Selez. Pulsante";"Taste auswählen";"Seleccionar un botón";"Выберите кнопку";"Wybierz przycisk";"Vyber klávesu";"Bir düğme seç";"选\t择\t按\t键";"ボタン\t選択";"Selecione um botão";"Select a button";"Виберіть кнопку";"Izaberite taster";"Válassz egy gombot";"설정할 키 또는 버튼을 누르세요.";"Выберыце кнопку";"Selectare buton";"選\t擇\t按\t鍵";"选\t择\t按\t键";;
"controls/cross";"Select a target";"Sélectionner une cible";"Seleziona un bersaglio";"Ziel auswählen";"Seleccionar un Objetivo";"Выбор цели";"Wybierz cel";"Vyber cíl";"Bir hedef seçin";"选\t择\t目\t标";"ターゲットを\t選択";"Selecione um alvo";"Select a target";"Вибір цілі";"Izaberite metu";"Válassz egy célkeresztet";"목표 선택";"Выберыце цэль";"Selectare țintă";"選\t擇\t目\t標";"选\t择\t目\t标";;
"controls/square";"Zoom";"Zoomer";"Zoom";"Zoomen";"Zoom";"Приближение";"Przybliż";"Přiblížení";"Yakınlaştır";"缩\t放";"ズーム";"Zoom";"Zoom";"Наближення";"Zum";"Közelítés";"확대/축소";"Набліжэнне";"Zoom";"縮\t放";"缩\t放";;
"controls/circle";"Map";"Carte";"Mappa";"Karte";"Mapa";"Карта";"Mapa";"Mapa";"Harita";"地\t图";"マップ";"Mapa";"Map";"Карта";"Mapa";"Térkép";"전체 지도";"Карта";"Hartă";"地\t圖";"地\t图";;
