"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"controls/turret_y";"Gunner aiming control (Y-axis)";"Contrôle visée mitrailleur en tourelle (axe Y)";"Controllo puntamento artigliere (asse Y)";"Zielen mit Bordschütze (Y-Achse)";"Control de puntería de artillero (eje Y)";"Управление прицелом (ось Y)";"Sterowanie celowaniem strzelca (oś Y)";"Ovládání míření střelce (osa Y)";"Silahçı Nişan Kontrolleri (Y-ekseni)";"机​枪​手​瞄​准​控​制 (Y 轴)";"銃砲照準（Y\t軸）";"Controle da mira do atirador (eixo Y)";"Керування прицілом (вісь Y)";"Kontrola nišanjena mitraljesca (Y osa)";"Lövész célzás (Y tengely)";"사수 조준 (Y 축)";"Кіраванне прыцэлам стралка (вось Y)";"Control țintire tunar (axa Y)";"機​槍​手​瞄​準​控​制 (Y 軸)";"机​枪​手​瞄​准​控​制​（Y 轴）";"Xạ thủ điều khiển nhắm mục tiêu (trục Y)";;
"controls/none";"None";"Aucun";"No";"Keine";"Ninguno";"Нет";"Brak";"Žádné";"Yok";"无";"なし";"Nenhum";"Немає";"Ništa";"Nincs";"설정 없음";"Няма";"Nimic";"無";"无";"Không có";;
"controls/mouse_look_type";"Mouse look works only if ""Mouse look"" pressed";"La visée avec la souris fonctionne uniquement si vous appuyez sur « Visée avec la souris »";"La vista mouse è attivata solo se ""Vista mouse"" è premuto";"Umschauen funktioniert nur bei gedrückter ""Maussicht""-Taste";"Vista del ratón solo funciona si se presiona ""Vista de Ratón""";"Обзор мышью при нажатой кнопке ""Обзор мышью""";"Rozglądanie się za pomocą myszy działa tylko, jeśli się je włączy";"Rozhlížení pomocí myši funguje pouze při stisku tlačítka ""Rozhlížení pomocí myši""";"Fare görünümü sadece ""fare görünümü"" basılıysa çalışır";"只​有​按​下​“鼠​标​视​角”​键​才​能​用​鼠​标​控​制​视​角​方​向";"マウス\t表示は、\t「マウス\t表示」\tが\t押された\t時だけ\t機能します";"""Olhar de Mouse funciona somente se a tecla ""Olhar de Mouse"" estiver pressionado";"Огляд мишкою при натисненій кнопці ""Огляд мишкою""";"""Gledanje mišem je omogućeno samo ako je ""Gledanje mišem"" pritisnuto";"Nézelődni az egérrel csak akkor tudsz, ha lenyomva tartod a „Nézelődés egérrel” gombot.";"마우스를 이용한 시야 조정은 ""마우스 시점 활성화""가 눌렸을 때만 작동됩니다.";"Уключыць агляд мышшу, толькі калі кнопка «Агляд мышшу» націснута";"Privirea cu mouse-ul funcționează doar dacă opțiunea „Privire cu mouse” este activată";"只​有​點​選​“滑​鼠​視​角”​鍵​才​能​用​滑​鼠​控​制​視​角​方​向";"只​有​按​下​“鼠​标​视​角”​键​才​能​用​鼠​标​控​制​视​角​方​向";"Góc nhìn Chuột chỉ làm việc nếu ""Góc nhìn Chuột"" được nhấn";;
"controls/camera_smooth";"Camera Smoothness";"Fluidité caméra";"Uniformità telecamera";"Glättung";"Fluidez de la cámara";"Сглаживание камеры";"Płynność kamery";"Plynulost rozhlížení";"Kamera Yumuşaklığı";"视​角​平​滑​度";"カメラの\t慣性";"Suavidade da câmara";"Згладжування камери";"Uglađenost Kamere";"Kameramozgás egyenletessége";"시야 회전 관성";"Плаўнасць руху камеры";"Fluiditate cameră";"視​角​平​滑​度";"视​角​平​滑​度";"Độ mượt camera";;
"controls/camera_speed";"Camera Look Speed";"Vitesse vue caméra";"Velocità telecamera";"Geschwindigkeit";"Velocidad de visión de la cámara";"Скорость движения камеры";"Prędkość kamery";"Rychlost rozhlížení";"Kamera Hızı";"视​角​灵​敏​度";"カメラの\t注視点移動速度";"Velocidade da Câmara ao olhar";"Швидкість руху камери";"Brzina kamere";"Kameramozgás sebessége";"시점 이동 속도";"Хуткасць руху камеры";"Viteză privire cu camera";"視​角​靈​敏​度";"视​角​灵​敏​度";"Tốc độ camera góc nhìn";;
"controls/gunner_joy_speed";"Aiming control speed";"Contrôle de la vitesse de visée";"Velocità di controllo puntamento";"Zielgeschwindigkeit";"Velocidad de control de apuntado";"Скорость управления прицелом";"Prędkość kontroli celowania";"Rychlost ovládání míření";"Nişan alma kontrol hızı";"瞄​准​灵​敏​度";"照準操作速度";"Controle de velocidade da mira";"Швидкість керування прицілом";"Kontrola brzine nišanjenja";"Célzásvezérlés sebessége";"조준 속도";"Хуткасць прыцэльвання";"Control viteză țintire";"瞄​準​控​制​速​度";"瞄​准​灵​敏​度";"Tốc độ ngắm bắn";;
"controls/gunner/gun_jammed";"Gun jammed";"Arme enrayée";"Arma inceppata";"Waffe klemmt
";"Arma atascada";"Оружие заклинило";"Broń się zacięła";"Zbraň se zasekla";"Silah tutukluluk yaptı";"武​器​卡​壳";"弾詰まり";"Arma encravada";"Зброю заклинило";"Oružje se zaglavilo";"A fegyver beragadt";"기총 걸림";"Узбраенне заклінавалася";"Armă blocată";"武​器​卡​彈";"武​器​卡​壳";"Súng kẹt đạn";;
"controls/gunner/no_bullets_left";"Out of ammo";"Munitions épuisées";"Munizioni esaurite";"Munition aufgebraucht";"Sin munición";"Закончились боеприпасы";"Zabrakło amunicji";"Munice došla";"Cephane tükendi";"弹​药​耗​尽";"弾薬が\t残っていません";"Sem munição";"Скінчились набої";"Nestalo municije";"Kifogytál a lőszerből";"잔탄 없음";"Пусты боезапас";"Muniție terminată";"彈​藥​耗​盡";"弹​药​耗​尽";"Hết đạn";;
"controls/camera_mouse_speed";"Camera Mouse Look Speed";"Vitesse de la caméra de visée à la souris";"Velocità telecamera in vista mouse";"Geschwindigkeit beim Umschauen (Maussicht)";"Velocidad de Mirada del Ratón de la Cámara";"Скорость движения камеры мышью";"Prędkość kamery przy rozglądaniu się za pomocą myszy";"Rychlost rozhlížení myší";"Kamera Fare Hızı";"鼠​标​视​角​灵​敏​度";"カメラ マウス\t表示速度";"Velocidade do Mouse ao olhar pela Câmara";"Швидкість руху камери мишею";"Brzina pomeranja kamere mišem";"Kameramozgás sebessége egérrel";"마우스 시점 이동 속도";"Хуткасць руху камеры пры аглядзе мышшу";"Viteză cameră în privirea cu mouse";"滑​鼠​視​角​靈​敏​度";"鼠​标​视​角​灵​敏​度";"Tốc độ camera góc nhìn chuột";;
"controls/hatview_mouse";"Relative camera movement on hatview";"Mouvement de la caméra sans recentrage auto";"Movimento relativo telecamera su hatview";"Relative Bewegung über Hatview";"Movimiento relativo de la cámara en vista aérea";"Относительное движение камеры";"Sterowanie względne kamerą przy użyciu grzybka";"Relativní posun pohledu pomocí kloboučku";"Şapka tuşunda göreceli kamera hareketi";"苦​力​帽​相​对​视​角​移​动";"ハットビュー\t時の\tカメラの\t相対移動";"Movimento relativo da camara na visão da cabeça";"Відносний рух камери";"Relativno pomeranje kamere na kontroli kamere";"Relatív kameramozgás belső nézetben";"햇키를 사용한 시야 조절에서 상대적 제어 사용";"Адносны рух камеры";"Mișcare relativă cameră de deasupra";"苦​力​帽​相​對​視​角​移​動";"苦​力​帽​相​对​视​角​移​动";"Chuyển động của camera tương đối từ trên xuống";;
"controls/trackIrZoom";"Control zoom with head tracking";"Contrôler le zoom avec le suivi de tête";"Controllo zoom con il rilevamento volto";"Zoom mit Head-Tracking steuern";"Controlar el zoom con el seguimiento de la cabeza";"Приближение перемещением головы";"Użyj przybliżenia podczas śledzenia obiektu ruchem głowy";"Ovládání přiblížení pohledu se sledováním hlavy";"Baş takibi ile yaklaştırmayı kontrol et";"启​用​头​部​跟​踪​缩​放";"ヘッドトラッキング\t時に\tズームを\t有効化";"Controlar o zoom com acompanhamento da cabeça";"Наближення рухом голови";"Koristi zum sa sistemom za praćenje pokreta glave";"Közelítés vezérlése fejkövetéssel";"헤드트래킹으로 줌 사용";"Кіраванне набліжэннем праз рух галавы";"Controlare zoom cameră cu mișcarea capului";"啟​用​頭​部​追​蹤​縮​放";"启​用​头​部​跟​踪​缩​放";"Điều khiển phóng to thu nhỏ bằng cách theo dõi đầu không";;
"hotkeys/trackIrZoom";"Would you like to control zoom with head tracking?";"Souhaitez-vous contrôler le zoom avec le suivi de tête?";"Vuoi controllare lo zoom con il rilevamento volto?";"Soll die Zoom-Stufe mit Head-Tracking gesteuert werden?";"¿Te gustaría controlar el zoom con el seguimiento de la cabeza?";"Управлять приближением с помощью перемещения головы?";"Czy chcesz użyć przybliżenia podczas śledzenia ruchów głowy?";"Chceš používat ovládání přiblížení pohledu se sledováním hlavy?";"Baş takibi ile yakınlaştırmayı kontrol etmek ister misiniz?";"是​否​启​用​头​部​跟​踪​缩​放​功​能？";"ヘッドトラックで\tズームを\t使用しますか？";"Quer utilizar o zoom com acompanhamento da cabeça?";"Керувати наближенням за допомогою переміщення голови?";"Da li želite da koristite zum sa sistemom za praćenja pokreta glave?";"Szeretnéd fejkövetéssel vezérelni a közelítést?";"헤드트래킹으로 줌 기능을 사용하시겠습니까?";"Ці хочаце кіраваць набліжэннем з дапамогай руху галавы?";"Dorești să controlezi apropierea/îndepărtarea imaginii prin mișcarea capului?";"啟​用​頭​部​追​蹤​縮​放​功​能​嗎？";"打​算​启​用​头​部​跟​踪​缩​放​功​能​吗？";"Bạn có muốn điều khiển phóng to thu nhỏ bằng cách theo dõi đầu không?";;
"controls/trackIrAsHeadInTPS";"Fixed camera position in 3rd person view";"Position de caméra fixe en vue à la 3ème personne";"Telecamera fissa in 3^ persona";"Ansicht in Außenansicht fixiert";"Posición de cámara fija en la vista en 3ª persona";"Фиксировать позицию камеры в виде от третьего лица";"Stała pozycja kamery w widoku trzeciej osoby";"Pevná pozice pohledu při vnějším pohledu";"3. şahıs görüşünde sabit kamera konumu";"第​三​人​称​固​定​视​角​位​置";"ヘッドトラッキング\t時に\t頭部の\t回転を\t有効化";"Fixar câmera em 3ª pessoa";"Фіксувати позицію камери у вигляді третьої особи";"Rotacija glavom sa praćenjem glave";"Rögzített kamerapozíció külső nézetben";"헤드트래킹을 사용하여 머리 회전";"Фіксаваць пазіцыю камеры пры відзе ад трэцяй асобы";"Poziție fixă cameră exterioară";"第​三​人​稱​固​定​視​角​位​置";"第​三​人​称​固​定​视​角​位​置";"Xoay đầu theo hướng theo dõi";;
"hotkeys/trackIrAsHeadInTPS";"Fix camera position in 3rd person view";"Fixer la position de caméra en vue à la 3ème personne";"Fissa la telecamera in visuale 3^ persona";"Ansicht in Außenansicht fixieren";"Fijar la posición de la cámara en la vista en 3ª persona";"Фиксировать позицию камеры в виде от третьего лица";"Stała pozycja kamery w widoku trzeciej osoby";"Zafixovat pozici pohledu při vnějším pohledu";"3. şahıs görüşünde kamera konumunu sabitle";"第​三​人​称​固​定​视​角​位​置";"ヘッドトラッキング\t時に\t頭部の\t回転を\t有効化";"Fixar câmera em 3ª pessoa";"Фіксувати позицію камери у вигляді третьої особи";"Rotacija glavom sa praćenjem glave";"Kamerapozíció rögzítése külső nézetben";"헤드트래킹을 사용하여 머리 회전";"Фіксаваць пазіцыю камеры пры відзе ад трэцяй асобы";"Fixare poziție cameră exterioară";"第​三​人​稱​固​定​視​角​位​置";"第​三​人​称​固​定​视​角​位​置";"Xoay đầu theo hướng theo dõi";;
"controls/trackIrForLateralMovement";"Track head movement up-down/left-right";"Suivre les mouvements de tête haut-bas/gauche-droite";"Tracciamento movimento testa su-giù/sinistra-destra";"Kopfbewegung auf-ab/links-rechts verfolgen";"Seguir el movimiento de la cabeza arriba-abajo/izquierda-derecha";"Отслеживать перемещения вверх-вниз/влево-вправо";"Śledzenie ruchów głowy góra-dół/lewo-prawo";"Sledování pohybu hlavy nahoru - dolů / doleva - doprava";"Kafa hareketini izle yukarı-aşağı / sola-sağa";"头​部​跟​踪​上​-​下​/​左​-​右​移​动";"ヘッドトラックの\t上下左右の\t動き";"Seguir o movimento da cabeça cima-baixo/esquerda-direita";"Відстежувати переміщення вгору-вниз/вліво-вправо";"Pratite ktetanje glave gore-dole / levo-desno";"Fejmozgás követése fel-le/balra-jobbra";"상하/좌우방향 파일럿 머리 움직임";"Сачыць за рухам галавы уверх-уніз/улева-управа";"Urmărire mișcare cap sus-jos/stânga-dreapta";"頭​部​追​蹤​上​-​下​/​左​-​右​移​動";"头​部​跟​踪​上​-​下​／​左​-​右​移​动";"Theo dõi đầu di chuyển lên-xuống/trái-phải";;
"hotkeys/trackIrForLateralMovement";"Track head movement up-down/left-right";"Suivre les mouvements de tête haut-bas/gauche-droite";"Tracciamento movimento testa su-giù/sinistra-destra";"Kopfbewegung auf-ab/links-rechts verfolgen";"Seguir el movimiento de la cabeza arriba-abajo/izquierda-derecha";"Отслеживать перемещения вверх-вниз/влево-вправо";"Śledzenie ruchów głowy góra-dół/lewo-prawo";"Sledování pohybu hlavy nahoru - dolů / doleva - doprava";"Kafa hareketini izle yukarı-aşağı / sola-sağa";"头​部​跟​踪​上​-​下​/​左​-​右​移​动";"ヘッドトラックの\t上下左右の\t動き";"Seguir o movimento da cabeça cima-baixo/esquerda-direita";"Відстежувати переміщення вгору-вниз/вліво-вправо";"Pratite ktetanje glave gore-dole / levo-desno";"Fejmozgás követése fel-le/balra-jobbra";"상하/좌우 방향 파일럿 머리 움직임";"Сачыць за рухам галавы уверх-уніз/улева-управа";"Urmărire mișcare cap sus-jos/stânga-dreapta";"頭​部​追​蹤​上​-​下​/​左​-​右​移​動";"头​部​跟​踪​上​-​下​／​左​-​右​移​动";"Theo dõi đầu di chuyển lên-xuống/trái-phải";;
"controls/aim_time_nonlinearity_air";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento joypad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyspieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手​柄​瞄​准​加​速";"ゲームパッドの\t照準の\t加速度";"Aceleração de mira no controle";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖​桿​瞄​準​加​速";"手​柄​瞄​准​加​速";"Tay cầm gia tốc nhắm";;
"controls/aim_time_nonlinearity_tank";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento joypad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyspieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手​柄​瞄​准​加​速";"ゲームパッドの\t照準の\t加速度";"Aceleração de mira no controle";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖​桿​瞄​準​加​速";"手​柄​瞄​准​加​速";"Tay cầm gia tốc nhắm";;
"controls/aim_time_nonlinearity_ship";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento joypad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyspieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手​柄​瞄​准​加​速";"ゲームパッドの\t照準の\t加速度";"Aceleração de mira no controle";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖​桿​瞄​準​加​速";"手​柄​瞄​准​加​速";"Tay cầm gia tốc nhắm";;
"controls/aim_time_nonlinearity_submarine";"Gamepad aim acceleration";"Accélération de la visée du gamepad";"Accelerazione puntamento gamepad";"Beschleunigung beim Zielen mit Gamepad";"Aceleración de apuntado del mando";"Ускорение прицеливания на геймпаде";"Przyśpieszenie celowania na kontrolerze";"Zrychlení zaměřování gamepadu";"Oyun kolu nişan hızı yükseltme";"手​柄​瞄​准​加​速";"ゲームパッドの\t照準加速度";"Aceleração de mira no controle";"Прискорення прицілювання на геймпаді";"Akceleracija nišanjenja Džojpedom";"Gamepad célzásgyorsítás";"게임패드 조준 보정";"Паскарэнне прыцэльвання на геймпаду";"Accelerare țintire cu controler de jocuri";"搖​桿​瞄​準​加​速";"手​柄​瞄​准​加​速";"Tay cầm gia tốc nhắm";;
"controls/aim_acceleration_delay_air";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄​准​加​速​延​迟";"照準の\t加速度の\t遅延";"Atraso na aceleração de mira";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄​準​加​速​延​遲";"瞄​准​加​速​延​迟";"Tay cầm độ trễ của gia tốc";;
"controls/aim_acceleration_delay_tank";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄​准​加​速​延​迟";"照準の\t加速度の\t遅延";"Atraso na aceleração de mira";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄​準​加​速​延​遲";"瞄​准​加​速​延​迟";"Tay cầm độ trễ của gia tốc";;
"controls/aim_acceleration_delay_ship";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄​准​加​速​延​迟";"照準の\t加速度の\t遅延";"Atraso na aceleração de mira";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄​準​加​速​延​遲";"瞄​准​加​速​延​迟";"Tay cầm độ trễ của gia tốc";;
"controls/aim_acceleration_delay_submarine";"Aim acceleration delay";"Délai d'accélération de la visée";"Ritardo accelerazione puntamento";"Verzögerung der Beschleunigung";"Retraso de aceleración de apuntado";"Задержка ускорения прицеливания";"Opóźnienie akceleracji celowania";"Prodleva zrychlení zaměřování";"Nişan hızı yükseltme gecikmesi";"瞄​准​加​速​延​迟";"照準加速度の\t遅延";"Atraso na aceleração de mira";"Затримка прискорення прицілювання";"Odlaganje akceleracije nišanjenja ";"Célzásgyorsítás késleltetése";"조준 보정 지연";"Затрымка паскарэння прыцэльвання";"Întârziere accelerare țintire";"瞄​準​加​速​延​遲";"瞄​准​加​速​延​迟";"Tay cầm độ trễ của gia tốc";;
"controls/modifier";"Modifier button";"Bouton modification";"Pulsante modif.";"Änderungstaste";"Botón modificador";"Кнопка-модификатор";"Przycisk modyfikatora";"klávesa modifikátoru";"Değiştirme düğmesi";"调​整​按​键";"変更\tボタン";"Botão modificador";"Кнопка-модифікатор";"Taster za modifikacije";"Módosító gomb";"버튼 수정";"Кнопка-мадыфікатар";"Buton modificator";"調​整​按​鍵";"调​整​按​键";"Thay đổi phím";;
"options/none";"None";"Aucun";"No";"Keine";"Ninguno";"Нет";"Brak";"Žádné";"Yok";"无";"なし";"Nenhum";"Немає";"Nijedan";"Nincs";"없음";"Няма";"Fără";"無";"无";"Không có";;
"options/skip";"Skip";"Passer";"Salta";"Überspringen";"Omitir";"Пропустить";"Pomiń";"Přeskočit";"Atla";"跳​过";"スキップ";"Passar à frente";"Пропустити";"Preskoči";"Kihagyás";"건너뛰기";"Прапусціць";"Ignorare";"略​過";"跳​过";"Bỏ qua";;
"controls/noModifier";"Select a button";"Sélectionner un Bouton";"Selez. Pulsante";"Taste auswählen";"Seleccionar un botón";"Выберите кнопку";"Wybierz przycisk";"Vyber klávesu";"Bir düğme seç";"选​择​按​键";"ボタン\t選択";"Selecione um botão";"Виберіть кнопку";"Izaberite taster";"Válassz egy gombot";"설정할 키 또는 버튼을 누르십시오.";"Выберыце кнопку";"Selectare buton";"選​擇​按​鍵";"选​择​按​键";"Chọn phím";;
"controls/cross";"Select a target";"Sélectionner une cible";"Seleziona un bersaglio";"Ziel auswählen";"Seleccionar un objetivo";"Выбор цели";"Wybierz cel";"Vyber cíl";"Bir hedef seçin";"选​择​目​标";"ターゲットを\t選択";"Selecione um alvo";"Вибір цілі";"Izaberite metu";"Válassz egy célkeresztet";"목표 선택";"Выберыце цэль";"Selectare țintă";"選​擇​目​標";"选​择​目​标";"Chọn mục tiêu";;
"controls/square";"Zoom";"Zoomer";"Zoom";"Zoomen";"Zoom";"Приближение";"Przybliż";"Přiblížení";"Yakınlaştır";"缩​放";"ズーム";"Zoom";"Наближення";"Zum";"Közelítés";"확대/축소";"Набліжэнне";"Zoom";"縮​放";"缩​放";"Phóng to";;
"controls/circle";"Map";"Carte";"Mappa";"Karte";"Mapa";"Карта";"Mapa";"Mapa";"Harita";"地​图";"マップ";"Mapa";"Карта";"Mapa";"Térkép";"전체 지도";"Карта";"Hartă";"地​圖";"地​图";"Bản đồ";;
"controls/triangle";"Change view";"Changer vue";"Cambia vista";"Ansicht wechseln";"Cambiar vista";"Смена ракурса";"Zmiana widoku";"Přepnout pohled";"Görünümü değiştir";"切​换​视​角";"視点の\t切り\t替え";"Alterar visão";"Зміна ракурсу";"Promeni pogled";"Nézetváltás";"시점 변경";"Змена віду";"Schimbare cameră";"變​更​視​角";"变​更​视​角";"Thay đổi góc nhìn";;
