"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/gunMAC34_turret";"7.5 mm MAC 1934 machine gun";"Mitrailleuse MAC 1934 de 7,5 mm";"Mitragliatrice MAC 1934 da 7.5 mm";"7,5mm MAC 1934 Maschinengewehr";"Ametralladora de 7,5 mm MAC 1934";"7,5-мм пулемёт MAC 1934";"Karabin maszynowy MAC 1934 kal. 7.5 mm";"7,5 mm kulomet MAC model 1934";"7.5 mm MAC 1934 makineli tüfek";"7.5 \t毫\t米\t MAC 1934 \t机\t枪";"7.5 mm MAC 1934 machine gun";"7.5 mm MAC 1934 machine gun";"7.5 mm MAC 1934 machine gun";"7,5-мм кулемет MAC 1934";"7.5 mm MAC 1934 machine gun";"7,5 mm-es MAC 1934 géppuska";"7.5 mm MAC 1934 기관총";"7,5-мм кулямёт MAC 1934";"Mitralieră MAC 1934, cal. 7,5 mm";"7.5 mm MAC 1934 machine gun";"7.5 \t毫\t米\t MAC 1934 \t机\t枪";;
"weapons/gunMAC34T_turret";"7.5 mm MAC 1934T machine gun";"Mitrailleuse MAC 1934T de 7,5 mm";"Mitragliatrice da 7.5mm MAC 1934T";"7.5 mm MAC 1934T machine gun";"Ametralladora de 7,5 mm MAC 1934T";"7,5-мм пулемёт MAC 1934T";"7.5 mm MAC 1934T machine gun";"7,5 mm kulomet MAC 1934T";"7.5 mm MAC 1934T machine gun";"7.5 \t毫\t米\t MAC 1934T \t机\t枪";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T machine gun";"7,5-мм кулемет MAC 1934T";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T 기관총";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T machine gun";"7.5 mm MAC 1934T machine gun";;
"weapons/gunDarne23";"7.5 mm Mle 1923 machine gun";"Mitrailleuse de 7.5 mm Mle 1923";"Mitragliatrice Mod.1923 da 7.5mm";"7,5mm Mle 1923 Maschinengewehr";"Ametralladora de 7.5 mm Mle 1923";"7,5-мм пулемёт Mle 1923";"Karabin maszynowy Mle 1923 kal. 7.5 mm";"7,5 mm kulomet Darne model 1923";"7.5 mm Mle 1923 makineli tüfek";"7.5 \t毫\t米\t 1923 \t型\t机\t枪";"7.5 mm Mle 1923 machine gun";"7.5 mm Mle 1923 machine gun";"7.5 mm Mle 1923 machine gun";"7,5-мм кулемет Mle 1923";"7.5 mm Mle 1923 machine gun";"7,5 mm-es Mle 1923 géppuska";"7.5 mm Mle 1923 기관총";"7,5-мм кулямёт Mle 1923";"Mitralieră Mle 192, cal. 37,5 mm";"7.5 mm Mle 1923 machine gun";"7.5 \t毫\t米\t Mle 1923 \t机\t枪";;
"weapons/gunDarne23_turret";"7.5 mm Mle 1923 machine gun";"Mitrailleuse de 7.5 mm Mle 1923";"Mitragliatrice Mod.1923 da 7.5mm";"7,5mm Mle 1923 Maschinengewehr";"Ametralladora de 7.5 mm Mle 1923";"7,5-мм пулемёт Mle 1923";"Karabin maszynowy Mle 1923 kal. 7.5 mm";"7,5 mm kulomet Darne model 1923";"7.5 mm Mle 1923 makineli tüfek";"7.5 \t毫\t米\t 1923 \t型\t机\t枪";"7.5 mm Mle 1923 machine gun";"7.5 mm Mle 1923 machine gun";"7.5 mm Mle 1923 machine gun";"7,5-мм кулемет Mle 1923";"7.5 mm Mle 1923 machine gun";"7,5 mm-es Mle 1923 géppuska";"7.5 mm Mle 1923 기관총";"7,5-мм кулямёт Mle 1923";"Mitralieră Mle 1923, cal. 7,5 mm";"7.5 mm Mle 1923 machine gun";"7.5 \t毫\t米\t Mle 1923 \t机\t枪";;
"weapons/cannonHispano_hs9";"20 mm Hispano HS.9 cannon";"Canon de 20 mm HS.9";"Cannone Hispano HS.9 da 20 mm";"20mm Hispano HS.9 Maschinenkanone";"Cañón de 20 mm Hispano HS.9";"20-мм пушка Hispano HS.9";"Działko Hispano HS.9 kal. 20 mm";"20 mm kanón Hispano-Suiza HS.9";"20 mm Hispano HS.9 top";"20 \t毫\t米\t伊\t斯\t帕\t诺\t-\t絮\t扎\t HS.9 \t机\t炮";"20 mm Hispano HS.9 cannon";"20 mm Hispano HS.9 cannon";"20 mm Hispano HS.9 cannon";"20-мм гармата Hispano HS.9";"20 mm Hispano HS.9 cannon";"20 mm-es Hispano HS.9 gépágyú";"20 mm 히스파노 HS.9 기관포";"20-мм гармата Hispano HS.9";"Tun Hispano HS.9, cal.20 mm";"20 mm Hispano HS.9 cannon";"20 \t毫\t米\t伊\t斯\t帕\t诺\t-\t絮\t扎\t HS.9 \t机\t炮";;
"weapons/cannonHo3";"20 mm Ho-3 cannon";"Canon de 20 mm Ho-3";"Cannone 20mm Ho-3";"20mm Ho 3 Maschinenkanone";"Cañón de 20 mm Ho-3";"20-мм пушка Ho-3";"Działko Ho-3 kal. 20 mm";"20 mm kanón Ho-3";"Ho-3 20 mm top";"20 \t毫\t米\t Ho-3 \t试\t制\t固\t定\t机\t炮";"20mm ホ-3 機関砲";"Canhão de 20 mm Ho-3";"20 mm Ho-3 cannon";"20-мм гармата Ho-3";"Top 20 mm Ho-3";"20 mm-es Ho-3 gépágyú";"20 mm 호3 기관포";"20-мм гармата Ho-3";"Tun Ho-3, cal. 20 mm";"20 毫米 Ho-3 試製固定機炮";"20 \t毫\t米\t Ho-3 \t试\t制\t固\t定\t机\t炮";;
"weapons/cannonT15E1";"75 mm M10 cannon";"Canon de 75 mm T15E1";"Cannone M10 da 75mm";"75mm M10 Maschinenkanone";"Cañón de 75 mm M10";"75-мм пушка M10";"Działo M10 kal. 75 mm";"75 mm kanón M10";"75 mm T15E1 top";"75 \t毫\t米\t M10 \t火\t炮";"75 mm M10 cannon";"75 mm M10 cannon";"75 mm M10 cannon";"75-мм гармата M10";"75 mm M10 cannon";"75 mm-es M10 ágyú";"75 mm M10 대전차포";"75-мм гармата M10";"Tun M10, cal. 75 mm";"75 mm M10 cannon";"75 \t毫\t米\t M10 \t火\t炮";;
"weapons/cannonType97";"20 mm Type 97 cannon";"Canon de 20 mm type 97";"Cannone da 20mm Tipo 97";"20mm Typ 97 Maschinenkanone";"Cañón de 20 mm tipo 97";"20-мм пушка Type 97";"Działko wz. 97 kal. 20 mm";"20 mm kanón typ 97";"20 mm tip 97 top";"20 \t毫\t米\t Ho-1 \t试\t制\t旋\t回\t机\t炮";"20 mm 九七式 機関砲";"Canhão de 20 mm tipo 97";"20 mm Type 97 cannon";"20-мм гармата тип 97";"Top 20 mm type 97";"20 mm-es Type 97 gépágyú";"20 mm 97식 기관포";"20-мм гармата тып 97";"Tun tip 97, cal. 20 mm ";"20 毫米 Ho-3 試製固定機炮";"20 \t毫\t米\t Ho-3 \t试\t制\t固\t定\t机\t炮";;
"weapons/cannonType97_turret";"20 mm Ho-1 cannon";"Canon de 20 mm Ho-1";"20 mm Tipo 97 cannon";"20mm Ho-1 Maschinenkanone";"Cañón de 20 mm tipo 97";"20-мм пушка Ho-1";"Działko Ho-1 kal. 20 mm";"20 mm kanón Ho-1";"20 mm Ho-1 top";"20 \t毫\t米\t Ho-1 \t试\t制\t旋\t回\t机\t炮";"20 mm 九七式 機関砲";"Canhão de 20 mm Ho-1";"20 mm Ho-1 cannon";"20-мм гармата тип 97";"20 mm Ho-1 top";"20 mm-es Ho-1 gépágyú";"20 mm 호1 기관포";"20-мм гармата Ho-1";"Tun Ho-1, cal. 20 mm";"20 毫米 Ho-1 試製旋回機炮";"20 \t毫\t米\t Ho-1 \t试\t制\t旋\t回\t机\t炮";;
"weapons/gunBredaSAFAT127";"12.7 mm Breda-SAFAT machine gun";"Mitrailleuse de 12,7 mm Breda-SAFAT";"Mitragliatrice Breda-SAFAT calibro 12,7 mm ";"12,7mm Breda-SAFAT Maschinengewehr";"Ametralladora de 12,7 mm Breda-SAFAT";"12,7-мм пулемёт Breda-SAFAT";"Karabin maszynowy Breda-SAFAT kal. 12,7 mm";"12,7 mm kulomet Breda-SAFAT";"12.7 mm Breda-SAFAT makineli tüfek";"12.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";"12.7 mm ブレダ-SAFAT 機関銃";"Metralhadora de 12,7 mm Breda-SAFAT";"12.7 mm Breda-SAFAT machine gun";"12,7-мм кулемет Breda-SAFAT";"Mitraljez 12.7 mm Breda-SAFAT";"12,7 mm-es Breda-SAFAT géppuska";"12.7 mm 브레다-SAFAT 기관총";"12,7-мм кулямёт Breda-SAFAT";"Mitralieră Breda-SAFAT, cal. 12,7 mm";"12.7 毫米布雷達-SAFAT 機槍";"12.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";;
"weapons/gunBredaSAFAT127_turret";"12.7 mm Breda-SAFAT machine gun";"Mitrailleuse de 12,7 mm Breda-SAFAT";"Mitragliatrice Breda-SAFAT da 12.7mm ";"12,7mm Breda-SAFAT Maschinengewehr";"Ametralladora de 12,7 mm Breda-SAFAT";"12,7-мм пулемёт Breda-SAFAT";"Karabin maszynowy Breda-SAFAT kal. 12,7 mm";"12,7 mm kulomet Breda-SAFAT";"12.7 mm Breda-SAFAT makineli tüfek";"12.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";"12.7 mm ブレダ-SAFAT 機関銃";"Metralhadora de 12,7 mm Breda-SAFAT";"12.7 mm Breda-SAFAT machine gun";"12,7-мм кулемет Breda-SAFAT";"Mitraljez 12.7 mm Breda-SAFAT";"12,7 mm-es Breda-SAFAT géppuska";"12.7 mm 브레다-SAFAT 기관총";"12,7-мм кулямёт Breda-SAFAT";"Mitralieră Breda-SAFAT, cal. 12,7 mm";"12.7 毫米布雷達-SAFAT 機槍";"12.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";;
"weapons/gunBredaSAFAT77";"7.7 mm Breda-SAFAT machine gun";"Mitrailleuse de 7,7 mm Breda-SAFAT";"Mitragliatrice Breda-SAFAT calibro 7,7 mm ";"7,7mm Breda-SAFAT Maschinengewehr";"Ametralladora de 7,7 mm Breda-SAFAT";"7,7-мм пулемёт Breda SAFAT";"Karabin maszynowy Breda-SAFAT kal. 7,7 mm";"7,7 mm kulomet Breda-SAFAT";"7.7 mm Breda-SAFAT makineli tüfek";"7.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";"7.7 mm ブレダ-SAFAT 機関銃";"Metralhadora de 7,7 mm Breda-SAFAT";"7.7 mm Breda-SAFAT machine gun";"7,7-мм кулемет Breda SAFAT";"Mitraljez 7.7 mm Breda-SAFAT";"7,7 mm-es Breda-SAFAT géppuska";"7.7 mm 브레다-SAFAT 기관총";"7,7-мм кулямёт Breda SAFAT";"Mitralieră Breda-SAFAT, cal. 7,7 mm";"7.7 毫米布雷達-SAFAT 機槍";"7.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";;
"weapons/gunBredaSAFAT77_turret";"7.7 mm Breda-SAFAT machine gun";"Mitrailleuse de 7,7 mm Breda-SAFAT";"Mitragliatrice Breda-SAFAT calibro 7,7 mm ";"7,7mm Breda-SAFAT Maschinengewehr";"Ametralladora de 7,7 mm Breda-SAFAT";"7,7-мм пулемёт Breda SAFAT";"Karabin maszynowy Breda-SAFAT kal. 7,7 mm";"7,7 mm kulomet Breda-SAFAT";"7.7 mm Breda-SAFAT makineli tüfek";"7.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";"7.7 mm ブレダ-SAFAT 機関銃";"Metralhadora de 7,7 mm Breda-SAFAT";"7.7 mm Breda-SAFAT machine gun";"7,7-мм кулемет Breda SAFAT";"Mitraljez 7.7 mm Breda-SAFAT";"7,7 mm-es Breda-SAFAT géppuska";"7.7 mm 브레다-SAFAT 기관총";"7,7-мм кулямёт Breda SAFAT";"Mitralieră Breda-SAFAT, cal. 7,7 mm";"7.7 毫米布雷達-SAFAT 機槍";"7.7 \t毫\t米\t布\t雷\t达\t-SAFAT \t机\t枪";;
"weapons/gunScotti127_turret";"12.7 mm Scotti machine gun";"Mitrailleuse Scotti de 12.7mm";"Mitragliatrice Scotti da 12,7 mm";"12,7 mm Scotti Maschinengewehr";"Ametralladora Scotti de 12,7 mm";"12,7-мм пулемёт Scotti";"Karabin maszynowy Scotti kal. 12.7 mm";"12,7 mm kulomet Scotti";"12.7 mm Scotti makineli tüfek";"12.7 \t毫\t米\t斯\t科\t蒂\t机\t枪";"12.7 mm Scotti machine gun";"Metralhadora de 12.7 mm Scotti";"12.7 mm Scotti machine gun";"12,7-мм кулемет M85";"12.7 mm Scotti machine gun";"12,7 mm-es Scotti géppuska";"12.7 mm 스코티 기관총";"12,7-мм кулямёт Scotti";"Mitralieră Scotti, cal. 12,7 mm";"12.7 mm Scotti machine gun";"12.7 \t毫\t米\t斯\t科\t蒂\t机\t枪";;
"weapons/gunDarne33";"7.5 mm Darne 1933 machine gun";"Mitrailleuse de 7.5mm Darne 1933";"Mitragliatrice Darne 1933 da 7.5 mm";"7,5mm Darne 1933 Maschinengewehr";"Ametralladora de 7.5 mm Darne 1933";"7,5-мм пулемёт Darne 1933";"Karabin maszynowy Darne 1933 kal. 7,5 mm";"7,5 mm kulomet Darne 1933";"7.5 mm Darne 1933 makineli tüfek";"7.5 \t毫\t米\t达\t尔\t内\t 1933 \t机\t枪";"7.5 mm Darne 1933 machine gun";"7.5 mm Darne 1933 machine gun";"7.5 mm Darne 1933 machine gun";"7,5-мм кулемет Darne 1933";"7.5 mm Darne 1933 machine gun";"7,5 mm-es Darne 1933 géppuska";"7.5 mm 다른 1933 기관총";"7,5-мм кулямёт Darne 1933";"Mitralieră Darne 1933, cal. 7,5 mm";"7.5 mm Darne 1933 machine gun";"7.5 \t毫\t米\t达\t尔\t内\t 1933 \t机\t枪";;
"weapons/gunMle38";"7.5 mm Fabrique Nationale Mle 38 machine gun";"Mitrailleuse de 7.5 mm Fabrique Nationale Mle 38";"Mitragliatrice 7,5 mm Fabrique Nationale Mle 38";"7,5mm Fabrique Nationale Mle 38 Maschinengewehr";"Ametralladora de 7.5 mm Fabrique Nationale Mle 38";"7,5-мм пулемёт Fabrique Nationale Mle 38";"Karabin maszynowy Fabrique Nationale Mle 38 kal. 7,5 mm";"7,5 mm kulomet Fabrique Nationale model 38";"Fabrique Nationale Mle 38 7.5 mm makineli tüfek";"7.5 \t毫\t米\t FN 38 \t型\t机\t枪";"7.5 mm ファブリーク ナショナレ Mle 38 機関銃";"Metralhadora de 7,5 mm Fabrique Nationale Mle 38";"7.5 mm Fabrique Nationale Mle 38 machine gun";"7,5-мм кулемет Fabrique Nationale Mle 38";"Mitraljez 7.5 mm Fabrique Nationale Mle 38";"7,5 mm-es Fabrique Nationale Mle 38 géppuska";"7.5 mm FN 1938년형 기관총";"7,5-мм кулямёт Fabrique Nationale Mle 38";"Mitralieră Fabrique Nationale Mle 38, cal. 7,5 mm";"7.5 毫米 FN Mle 38 機槍";"7.5 \t毫\t米\t FN Mle 38 \t机\t枪";;
"weapons/gunBrowning303";"7.7 mm Browning machine gun";"Mitrailleuse de 7.7mm Browning";"Mitragliatrice Browning calibro 7,7 mm";"7,7mm Browning Maschinengewehr";"Ametralladora de 7,7 mm Browning";"7,7-мм пулемёт Browning";"Karabin maszynowy Browning kal. 7,7 mm";"7,7 mm kulomet Browning";"7.7 mm Browning makineli tüfek";"7.7 \t毫\t米\t勃\t朗\t宁\t机\t枪";"7.7 mm ブローニング 機関銃";"Metralhadora de 7.7 mm Browning";"7.7 mm Browning machine gun";"7,7-мм кулемет Browning";"Mitraljez 7.7 mm Browning";"7,7 mm-es Browning géppuska";"7.7 mm 브라우닝 기관총";"7,7-мм кулямёт Browning";"Mitralieră Browning, cal. 7,7 mm";"7.7 毫米勃朗寧機槍";"7.7 \t毫\t米\t勃\t朗\t宁\t机\t枪";;
"weapons/gunBrowning303_turret";"7.7 mm Browning machine gun";"Mitrailleuse de 7,7 mm Browning";"Mitragliatrice Browning calibro 7,7 mm";"7,7mm Browning Maschinengewehr";"Ametralladora de 7,7 mm Browning";"7,7-мм пулемёт Browning";"Karabin maszynowy Browning kal. 7,7 mm";"7,7 mm kulomet Browning";"7.7 mm Browning makineli tüfek";"7.7 \t毫\t米\t勃\t朗\t宁\t机\t枪";"7.7 mm ブローニング 機関銃";"Metralhadora de 7.7 mm Browning";"7.7 mm Browning machine gun";"7,7-мм кулемет Browning";"Mitraljez 7.7 mm Browning";"7,7 mm-es Browning géppuska";"7.7 mm 브라우닝 기관총";"7,7-мм кулямёт Browning";"Mitralieră Browning, cal. 7,7 mm";"7.7 毫米勃朗寧機槍";"7.7 \t毫\t米\t勃\t朗\t宁\t机\t枪";;
"weapons/gunBrowning303_raf";"7.7 mm Browning machine gun";"Mitrailleuse de 7.7mm Browning";"Mitragliatrice Browning calibro 7,7 mm";"7,7mm Browning Maschinengewehr";"Ametralladora de 7,7 mm Browning";"7,7-мм пулемёт Browning";"Karabin maszynowy Browning kal. 7,7 mm";"7,7 mm kulomet Browning";"7.7 mm Browning makineli tüfek";"7.7 \t毫\t米\t勃\t朗\t宁\t机\t枪";"7.7 mm ブローニング 機関銃";"Metralhadora de 7.7 mm Browning";"7.7 mm Browning machine gun";"7,7-мм кулемет Browning";"Mitraljez 7.7 mm Browning";"7,7 mm-es Browning géppuska";"7.7 mm 브라우닝 기관총";"7,7-мм кулямёт Browning";"Mitralieră Browning, cal. 7,7 mm";"7.7 毫米勃朗寧機槍";"7.7 \t毫\t米\t勃\t朗\t宁\t机\t枪";;
