"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"decals/category/roundels";"Roundels and insignias";"Cocardes et insignes";"Stemmi e Coccarde";"Abzeichen und Insignien";"Escarapelas e insignias";"Опознавательные знаки";"Znaki rozpoznawcze i insygnia";"Kokardy";"Madalyonlar ve Nişanlar";"机\t徽\t与\t其\t他\t徽\t标";"ラウンデルと\t記章";"Roundelas e insígnias";"Розпізнавальні знаки";"Kružići i oznake";"Felségjelek";"식별표지";"Апазнавальныя знакі";"Steme și insigne";"機\t徽\t與\t其\t他\t徽\t標";"机\t徽\t与\t其\t他\t徽\t标";"Phù hiệu tròn và Quân hiệu";;
"decals/category/pinups";"Pin-ups";"Pin-ups";"Pin-ups";"Pin-Ups";"Pin-ups";"Пинапы";"Pin-upy";"Pin-up dívky";"Pin-Up'lar";"涂\t鸦";"ピンナップ\t写真";"Pin-ups";"Пінапи";"Pin-ap";"Pin-upok";"핀업걸";"Pin-up'ы";"Postere";"塗\t鴉";"涂\t鸦";"Pin-ups";;
"decals/category/jaws";"Nose art";"Nose art";"Nose art";"Nasenbemalung";"Arte de nariz";"Носовые рисунки";"Ozdoby dzioba";"Příďové kresby";"Burun sanatı";"机\t鼻\t涂\t鸦";"ノーズアート";"Nose art";"Носові малюнки";"Crteži na nosu aviona";"Orrfestések";"노즈 아트";"Насавыя малюнкі";"Desene proră";"機\t鼻\t塗\t鴉";"机\t鼻\t涂\t鸦";"Huy hiệu mũi";;
"decals/category/allies";"Allies";"Alliés";"Alleati";"Alliierte";"Aliados";"Союзники";"Alianci";"Spojenci";"Müttefikler";"同\t盟\t国";"連合国";"Aliados";"Союзники";"Allies";"Szövetségesek";"연합군";"Хаўруснікі";"Allies";"同\t盟\t國";"Allies";"Đồng Minh";;
"decals/category/allies_images";"Allies";"Alliés";"Alleati";"Alliierte";"Aliados";"Союзники";"Alianci";"Spojenci (letecké)";"Müttefikler";"同\t盟\t国";"連合国";"Aliados";"Союзники";"Saveznici";"Szövetségesek";"연합군";"Саюзнікі";"Aliați";"同\t盟\t國";"盟\t国";"Đồng Minh";;
"decals/category/allies_texts";"Allies (inscriptions)";"Alliés (inscriptions)";"Alleati (Scritte)";"Alliierte (Inschriften)";"Aliados (inscripciones)";"Союзники (надписи)";"Alianci (napisy)";"Spojenci (nápisy)";"Müttefikler (yazılar)";"同\t盟\t国\t（标\t语）";"連合軍 (銘文)";"Aliados (inscrições)";"Союзники (написи)";"Saveznici ( natpisi )";"Szövetségesek (feliratok)";"연합군 (글자)";"Саюзнікі (надпісы)";"Aliați (inscripții)";"同\t盟\t國\t（標\t語）";"盟\t国\t（标\t语）";"Đồng Minh (Dòng chữ)";;
"decals/category/allies_tanks";"Allies (tanks)";"Alliés (chars)";"Alleati (Esercito)";"Alliierte (Panzer)";"Aliados (tanques)";"Союзники (танки)";"Alianci (czołgi)";"Spojenci (pozemní)";"Müttefikler (tanklar)";"同\t盟\t国\t（地\t面\t载\t具）";"連合国 (戦車)";"Aliados (tanques)";"Союзники (танки)";"Saveznici (tenkovi)";"Szövetségesek (harckocsik)";"연합군 (전차)";"Саюзнікі (наземныя сілы)";"Aliați (tancuri)";"同\t盟\t國\t（地\t面\t載\t具）";"盟\t国\t（地\t面\t载\t具）";"Đồng Minh (Xe tăng)";;
"decals/category/allies_ships";"Allies (Navy)";"Alliés (marine)";"Alleati (Marina)";"Alliierte (Marine)";"Aliados (Armada)";"Союзники (флот)";"Alianci (Marynarka)";"Spojenci (námořní)";"Müttefikler (Donanma)";"同\t盟\t国\t（水\t面\t载\t具）";"連合国 (海軍)";"Aliados (Marinha)";"Союзники (флот)";"Saveznička (mornarica)";"Szövetségesek (haditengerészet)";"연합군 (해군)";"Саюзнікі (флот)";"Aliați (nave)";"同\t盟\t國\t（水\t面\t載\t具）";"盟\t国\t（水\t面\t单\t位）";"Đồng Minh (Hải quân)";;
"decals/category/axis";"Axis";"Axe";"Asse";"Achse";"Eje";"Ось";"Oś";"Osa";"Mihver Devletleri";"轴\t心\t国";"枢軸";"Eixo";"Вісь";"Axis";"Tengelyhatalmak";"추축군";"Краіны Восі";"Axis";"軸\t心\t國";"Axis";"Phe Trục";;
"decals/category/axis_common";"Axis";"Axe";"Asse ";"Achsenmächte";"Eje";"Ось";"Państwa Osi";"Osa (letecké)";"Mihver Devletleri";"轴\t心\t国";"枢軸国";"Eixo";"Ось";"Sile Osovine";"Tengelyhatalmak";"추축군";"Краіны Восі";"Axă";"軸\t心\t國";"联\t军";"Phe Trục";;
"decals/category/axis_emblems";"Axis (emblems)";"Axe (emblèmes)";"Asse (emblemi)";"Achsenmächte (Embleme)";"Eje (emblemas)";"Ось (эмблемы)";"Państwa Osi (emblematy)";"Osa (emblémy)";"Mihver Devletleri (amblemler)";"轴\t心\t国\t（徽\t标）";"枢軸国 (紋章)";"Eixo (emblemas)";"Ось (емблеми)";"Sile Osovine ( natpisi )";"Tengelyhatalmak (emblémák)";"추축군 (부대마크)";"Краіны Восі (эмблемы)";"Axă (embleme)";"軸\t心\t國\t（徽\t標）";"联\t军\t（徽\t标）";"Phe Trục (Quân huy)";;
"decals/category/axis_tanks";"Axis (tanks)";"Axe (chars)";"Asse (Esercito)";"Achsenmächte (Panzer)";"Eje (tanques)";"Ось (танки)";"Państwa Osi (czołgi)";"Osa (pozemní)";"Mihver Devletleri (tanklar)";"轴\t心\t国\t（地\t面\t载\t具）";"枢軸国 (戦車)";"Eixo (tanques)";"Ось (танки)";"Sile osovine (tenkovi)";"Tengelyhatalmak (harckocsik)";"추축군 (전차)";"Краіны Восі (наземныя сілы)";"Axă (tancuri)";"軸\t心\t國\t（地\t面\t載\t具）";"联\t军\t（地\t面\t载\t具）";"Phe Trục (Xe tăng)";;
"decals/category/axis_ships";"Axis (Navy)";"Axe (marine)";"Asse (Marina)";"Achsenmächte (Flotte)";"Eje (Armada)";"Ось (флот)";"Państwa Osi (Marynarka)";"Osa (námořní)";"Mihverler (Donanma)";"轴\t心\t国\t（水\t面\t载\t具）";"枢軸国 (船)";"Eixo (Marinha)";"Ось (флот)";"Osovina (Flota)";"Tengelyhatalmak (haditengerészet)";"추축군 (해군)";"Краіны Восі (флот)";"Axă (nave)";"軸\t心\t國\t（水\t面\t載\t具）";"联\t军\t（水\t面\t单\t位）";"Phe Trục (Hải quân)";;
"decals/category/neutral";"Neutral Countries";"Pays neutres";"Nazioni Neutrali";"Neutrale Nationen";"Países neutrales";"Нейтральные страны";"Państwa Neutralne";"Ostatní státy (letecké)";"Tarafsız Ülkeler";"中\t立\t国";"中立国";"Países Neutros";"Нейтральні країни";"Neutralne Zemlje";"Semleges országok";"중립국";"Нейтральныя дзяржавы";"Țări neutre";"中\t立\t國";"中\t立\t国";"Quốc gia trung lập";;
"decals/category/neutral_tanks";"Neutral Countries (tanks)";"Pays Neutres (chars)";"Nazioni Neutrali (Esercito)";"Neutrale Nationen (Panzer)";"Países neutrales (tanques)";"Нейтральные страны (танки)";"Kraje neutralne (czołgi)";"Ostatní státy (pozemní)";"Tarafsız Ülkeler (tanklar)";"中\t立\t国\t（地\t面\t载\t具）";"中立国 (戦車)";"Países Neutros (tanques)";"Нейтральні країни (танки)";"Neutralne nacije (tenkovi)";"Semleges országok (harckocsik)";"중립국 (전차)";"Нейтральныя дзяржавы (наземныя сілы)";"Țări neutre (tancuri)";"中\t立\t國\t（地\t面\t載\t具）";"中\t立\t国\t（地\t面\t载\t具）";"Quốc gia trung lập (Xe tăng)";;
"decals/category/japan";"Japan";"Japon";"Giappone";"Japan";"Japón";"Япония";"Japonia";"Japonsko (letecké)";"Japonya";"日\t本";"日本";"Japão";"Японія";"Japan";"Japán";"일본";"Японія";"Japonia";"日\t本";"R 系";"Nhật Bản";;
"decals/category/tanks_japan";"Japan (tanks)";"Japon (chars)";"Giappone (Esercito)";"Japan (Panzer)";"Japón (tanques)";"Япония (танки)";"Japonia (Czołgi)";"Japonsko (pozemní)";"Japonya (tanklar)";"日\t本\t（地\t面\t载\t具）";"日本 (戦車)";"Japão (Tanques)";"Японія (танки)";"Japanski (tenkovi)";"Japán (harckocsik)";"일본 (전차)";"Японія (танкі)";"Japan (tanks)";"日\t本\t（地\t面\t載\t具）";"R 系\t（地\t面\t载\t具）";"Nhật Bản (Xe tăng)";;
"decals/category/ships_japan";"Japan (Navy)";"Japon (Marine)";"Giappone (Marina)";"Japan (Marine)";"Japón (Armada)";"Япония (флот)";"Japonia (Marynarka)";"Japonsko (námořní)";"Japonya (Donanma)";"日\t本\t（水\t面\t载\t具）";"日本 (海軍)";"Japão (Marinha)";"Японія (флот)";"Japanska (mornarica)";"Japán (haditengerészet)";"일본 (해군)";"Японія (флот)";"Japan (Navy)";"日\t本\t（水\t面\t載\t具）";"R 系\t（水\t面\t单\t位）";"Nhật Bản (Hải quân)";;
"decals/category/germany";"Germany";"Allemagne";"Germania";"Deutschland";"Alemania";"Германия";"Niemcy";"Německo (letecké)";"Almanya";"德\t国";"ドイツ";"Alemanha";"Німеччина";"Nemačka";"Németország";"독일";"Нямеччына";"Germania";"德\t國";"D 系";"Đức";;
"decals/category/tanks_germany";"Germany (tanks)";"Allemagne (chars)";"Germania (Esercito)";"Deutschland (Heer)";"Alemania (tanques)";"Германия (танки)";"Niemcy (czołgi)";"Německo (pozemní)";"Almanya (tanklar)";"德\t国\t（地\t面\t载\t具）";"ドイツ (戦車)";"Alemanha (Tanques)";"Німеччина (танки)";"Nemački (tenkovi)";"Németország (harckocsik)";"독일 (전차)";"Нямеччына (танкі)";"Germany (tanks)";"德\t國\t（地\t面\t載\t具）";"D 系\t（地\t面\t载\t具）";"Đức (Xe tăng)";;
"decals/category/ships_germany";"Germany (Navy)";"Allemagne (Marine)";"Germania (Marina)";"Deutschland (Marine)";"Alemania (Armada)";"Германия (флот)";"Niemcy (Marynarka)";"Německo (námořní)";"Almanya (Donanma)";"德\t国\t（水\t面\t载\t具）";"ドイツ (海軍)";"Alemanha (Marinha)";"Німеччина (флот)";"Nemačka (mornarica)";"Németország (haditengerészet)";"독일 (해군)";"Нямеччына (флот)";"Germany (Navy)";"德\t國\t（水\t面\t載\t具）";"D 系\t（水\t面\t单\t位）";"Đức (Hải quân)";;
"decals/category/ussr";"USSR";"URSS";"URSS";"UdSSR";"URSS";"СССР";"ZSRR";"SSSR (letecké)";"SSCB";"苏\t联";"ソビエト\t連邦";"URSS";"СРСР";"SSSR";"Szovjetunió";"소련";"СССР";"URSS";"蘇\t聯";"S 系";"Liên Xô";;
"decals/category/tanks_ussr";"USSR (tanks)";"URSS (chars)";"URSS (Esercito)";"UdSSR (Panzer)";"URSS (tanques)";"СССР (танки)";"ZSRR (czołgi)";"SSSR (pozemní)";"SSCB (tanklar)";"苏\t联\t（地\t面\t载\t具）";"ソ\t連 (戦車)";"URSS (Tanques)";"СРСР (танки)";"SSSR (tenkovi)";"Szovjetunió (harckocsik)";"소련 (전차)";"СССР (танкі)";"USSR (tanks)";"蘇\t聯\t（地\t面\t載\t具）";"S 系\t（地\t面\t载\t具）";"Liên Xô (Xe tăng)";;
"decals/category/ships_ussr";"USSR (Navy)";"URSS (Marine)";"URSS (Marina)";"UdSSR (Marine)";"URSS (Armada)";"СССР (флот)";"ZSRR (Marynarka)";"SSSR (námořní)";"SSCB (Donanma)";"苏\t联\t（水\t面\t载\t具）";"ソ\t連 (海軍)";"URSS (Marinha)";"СРСР (флот)";"SSSR (mornarica)";"Szovjetunió (haditengerészet)";"소련 (해군)";"СССР (флот)";"USSR (Navy)";"蘇\t聯\t（水\t面\t載\t具）";"S 系\t（水\t面\t单\t位）";"Liên Xô (Hải quân)";;
"decals/category/china";"China";"Chine";"Cina";"China";"China";"Китай";"Chiny";"Čína (letecké)";"Çin";"中\t国";"中国";"China";"Китай";"Kina";"Kína";"중국";"Кітай";"China";"中\t國";"C 系";"Trung Quốc";;
"decals/category/tanks_china";"China (tanks)";"Chine (chars)";"Cina (Esercito)";"China (Panzer)";"China (tanques)";"Китай (танки)";"Chiny (Czołgi)";"Čína (pozemní)";"Çin (tanklar)";"中\t国\t（地\t面\t载\t具）";"中国 (戦車)";"China (Tanques)";"Китай (танки)";"Kineski";"Kína (harckocsik)";"중국 (전차)";"Кітай (танкі)";"China (tanks)";"中\t國\t（地\t面\t載\t具）";"C 系\t（地\t面\t载\t具）";"Trung Quốc (Xe tăng)";;
"decals/category/britain";"Britain";"Grande-Bretagne";"Gran Bretagna";"Großbritannien";"Gran Bretaña";"Британия";"Wielka Brytania";"Británie (letecké)";"Britanya";"英\t国";"イギリス";"Grã-Bretanha";"Британія";"Britanija";"Nagy-Britannia";"영국";"Вялікабрытанія";"Marea Britanie";"英\t國";"E 系";"Anh Quốc";;
"decals/category/tanks_britain";"Britain (tanks)";"Grande-Bretagne (chars)";"Gran Bretagna (Esercito)";"Großbritannien (Panzer)";"Gran Bretaña (tanques)";"Британия (танки)";"Wielka Brytania (czołgi)";"Británie (pozemní)";"Britanya (tanklar)";"英\t国\t（地\t面\t载\t具）";"イギリス (戦車)";"Grã-Bretanha (Tanques)";"Британія (танки)";"Britanski";"Nagy-Britannia (harckocsik)";"영국 (전차)";"Брытанія (танкі)";"Britain (tanks)";"英\t國\t（地\t面\t載\t具）";"E 系\t（地\t面\t载\t具）";"Anh Quốc (Xe tăng)";;
"decals/category/ships_britain";"Britain (Navy)";"Grande-Bretagne (Marine)";"Gran Bretagna (Marina)";"Großbritannien (Marine)";"Gran Bretaña (Armada)";"Британия (флот)";"Wielka Brytania (Marynarka)";"Británie (námořní)";"Britanya (Donanma)";"英\t国\t（水\t面\t载\t具）";"イギリス (海軍)";"Grã-Bretanha (Marinha)";"Британія (флот)";"Britanska (mornarica)";"Nagy-Britannia (haditengerészet)";"영국 (해군)";"Брытанія (флот)";"Britain (Navy)";"英\t國\t（水\t面\t載\t具）";"E 系\t（水\t面\t单\t位）";"Anh Quốc (Hải quân)";;
"decals/category/usa";"USA";"USA";"USA";"USA";"EE.UU.";"США";"USA";"USA (letecké)";"ABD";"美\t国";"アメリカ";"EUA";"США";"SAD";"USA";"미국";"ЗША";"SUA";"美\t國";"A 系";"Hoa Kỳ";;
"decals/category/tanks_usa";"USA (tanks)";"USA (chars)";"USA (Esercito)";"USA (Panzer)";"EE.UU. (tanques)";"США (танки)";"USA (czołgi)";"USA (pozemní)";"ABD (tanklar)";"美\t国\t（地\t面\t载\t具）";"アメリカ (戦車)";"EUA (Tanques)";"США (танки)";"SAD (tenkovi)";"USA (harckocsik)";"미국 (전차)";"ЗША (танкі)";"USA (tanks)";"美\t國\t（地\t面\t載\t具）";"A 系\t（地\t面\t载\t具）";"Hoa Kỳ (Xe tăng)";;
"decals/category/ships_usa";"USA (Navy)";"USA (Marine)";"USA (Marina)";"USA (Marine)";"EE.UU. (Armada)";"США (флот)";"USA (Marynarka)";"USA (námořní)";"ABD (Donanma)";"美\t国\t（水\t面\t载\t具）";"アメリカ (海軍)";"EUA (Marinha)";"США (Флот)";"SAD (mornarica)";"USA (haditengerészet)";"미국 (해군)";"ЗША (флот)";"USA (Navy)";"美\t國\t（水\t面\t載\t具）";"A 系\t（水\t面\t单\t位）";"Hoa Kỳ (Hải quân)";;
"decals/category/italy";"Italy";"Italie";"Italia";"Italien";"Italia";"Италия";"Włochy";"Itálie (letecké)";"İtalya";"意\t大\t利";"イタリア";"Itália";"Італія";"Italija";"Olaszország";"이탈리아";"Італія";"Italia";"義\t大\t利";"I 系";"Ý";;
"decals/category/tanks_italy";"Italy (tanks)";"Italie (chars)";"Italia (Esercito)";"Italien (Heer)";"Italia (tanques)";"Италия (танки)";"Włochy (czołgi)";"Itálie (pozemní)";"İtalya (tanklar)";"意\t大\t利\t（地\t面\t载\t具）";"イタリア (戦車)";"Itália (Tanques)";"Італія (танки)";"Italijanski (tenkovi)";"Olaszország (harckocsik)";"이탈리아 (전차)";"Італія (танкі)";"Italy (tanks)";"義\t大\t利\t（地\t面\t載\t具）";"I 系\t（地\t面\t载\t具）";"Ý (Xe tăng)";;
"decals/category/ships_italy";"Italy (Navy)";"Italie (Marine)";"Italia (Marina)";"Italien (Marine)";"Italia (Armada)";"Италия (флот)";"Włochy (Marynarka)";"Itálie (námořní)";"İtalya (Donanma)";"意\t大\t利\t（水\t面\t载\t具）";"イタリア (海軍)";"Itália (Marinha)";"Італія (флот)";"Italijanska (mornarica)";"Olaszország (haditengerészet)";"이탈리아 (해군)";"Італія (флот)";"Italy (Navy)";"義\t大\t利\t（水\t面\t載\t具）";"I 系\t（水\t面\t单\t位）";"Ý (Hải quân)";;
"decals/category/france";"France";"France";"Francia";"Frankreich";"Francia";"Франция";"Francja";"Francie (letecké)";"Fransa";"法\t国";"フランス";"França";"Франція";"Francuska";"Franciaország";"프랑스";"Францыя";"Franța";"法\t國";"F 系";"Pháp";;
"decals/category/tanks_france";"France (tanks)";"France (chars)";"Francia (Esercito)";"Frankreich (Panzer)";"Francia (tanques)";"Франция (танки)";"Francja (czołgi)";"Francie (pozemní)";"Fransa (tanklar)";"法\t国\t（地\t面\t载\t具）";"フランス (戦車)";"França (Tanques)";"Франція (танки)";"Francuski (tenkovi)";"Franciaország (harckocsik)";"프랑스 (전차)";"Францыя (танкі)";"France (tanks)";"法\t國\t（地\t面\t載\t具）";"F 系\t（地\t面\t载\t具）";"Pháp (Xe tăng)";;
"decals/category/ships_france";"France (Navy)";"France (Marine)";"Francia (Marina)";"Frankreich (Marine)";"Francia (Flota)";"Франция (флот)";"Francja (marynarka)";"Francie (námořnictvo)";"Fransa (Donanma)";"法\t国\t（水\t面\t载\t具）";"フランス（海軍）";"França (Marinha)";"Франція (Флот)";"France (Navy)";"France (Navy)";"프랑스 (해군)";"Францыя (флот)";"France (Navy)";"法\t國\t（海\t軍）";"France (Navy)";"Pháp (Hải quân)";;
"decals/category/sweden";"Sweden";"Suède";"Svezia";"Schweden";"Suecia";"Швеция";"Szwecja";"Švédsko";"İsveç";"瑞\t典";"スウェーデン";"Suécia";"Швеція";"Švedska";"Svédország";"스웨덴";"Швецыя";"Sweden";"瑞\t典";"SW\t系";"Thụy Điển";;
"decals/category/tanks_sweden";"Sweden (tanks)";"Suède (chars)";"Svezia (Carri Armati)";"Schweden (Panzer)";"Suecia (tanques)";"Швеция (танки)";"Szwecja (czołgi)";"Švédsko (tanky)";"İsveç (tanklar)";"瑞\t典\t（地\t面\t载\t具）";"スウェーデン (戦車)";"Suécia (Tanques)";"Швеція (танки)";"Švedski (tenkovi)";"Svédország (harckocsik)";"스웨덴 (전차)";"Швецыя (танкі)";"Sweden (tanks)";"瑞\t典\t（地\t面\t載\t具）";"SW\t系\t（地\t面\t载\t具）";"Thụy Điển (Xe tăng)";;
"decals/category/israel";"Israel";"Israël";"Israele";"Israel";"Israel";"Израиль";"Izrael";"Izrael";"İsrail";"以\t色\t列";"イスラエル";"Israel";"Ізраїль";"Israel";"Izrael";"이스라엘";"Ізраіль";"Israel";"以\t色\t列";"Israel";"Israel";;
"decals/category/tanks_israel";"Israel (tanks)";"Israël (chars)";"Israele (Esercito)";"Israel (Panzer)";"Israel (tanques)";"Израиль (танки)";"Izrael (czołgi)";"Izrael (tanky)";"İsrail (tanklar)";"以\t色\t列\t（地\t面\t载\t具）";"イスラエル（戦車）";"Israel (tanques)";"Ізраїль (танки)";"Israel (tanks)";"Izrael (harckocsik)";"이스라엘 (전차)";"Ізраіль (танкі)";"Israel (tanks)";"以\t色\t列 (坦\t克)";"Israel (tanks)";"Israel (Xe tăng)";;
"decals/category/snow_globe";"Snow Globes";"Boules à Neige";"Globi di Neve";"Schneekugeln";"Bolas de Nieve";"Снежные шары";"Śnieżne Globy";"Sněhové glóby";"Kar Küreleri";"雪\t景\t球";"スノードーム";"Globos de Neve";"Снігові кулі";"Snow Globes";"Hógömbök";"스노우볼";"Снежныя шары";"Snow Globes";"雪\t景\t球";"Snow Globes";"Quả địa cầu tuyết";;
"decals/category/partners_logo";"Logotypes";"Logos";"Logotipo";"Logotypen";"Logotipos";"Логотипы";"Logotypy";"logotypy";"Logolar";"主\t播\t与\t赞\t助\t商";"ロゴタイプ";"Logotipos";"Логотипи";"Logotypes";"Logotípusok";"로고";"Лагатыпы";"Logotypes";"合\t作\t實\t況\t主";"Logotypes";"Logo";;
"decals/category/battle_pass";"Battle Pass";"Battle Pass";"Battle Pass";"Battle Pass";"Pase de Batalla";"Боевой пропуск";"Przepustka bitewna";"Bitevní pas";"Battle Pass";"战\t斗\t通\t行\t证";"バトルパス";"Battle Pass";"Бойова перепустка";"Battle Pass";"Battle Pass";"배틀 패스";"Баявы пропуск";"Battle Pass";"戰\t鬥\t通\t行\t證";"Battle Pass";"Battle Pass";;
"decals/category/clan_awards";"Clan Awards";"Récompenses d'Escadron";"Premi Squadriglia";"Geschwaderauszeichnungen";"Premios de Clan";"Полковые бои";"Nagrody klanowe";"Svazové odměny";"Filo Ödülleri";"联\t队\t奖\t励";"クランアワード";"Recompensas de Clã";"Кланові нагороди";"Clan Awards";"Klán jutalmak";"비행대 보상";"Кланавыя ўзнагароды";"Clan Awards";"聯\t隊\t獎\t勵";"Clan Awards";"Phần thưởng Quân đoàn";;
"decals/category/holidays";"Holidays";"Fêtes";"Vacanze";"Feiertage";"Festividades";"Праздничные даты";"Święta";"Svátky";"Bayramlar";"节\t假\t日";"ホリデー";"Festividades";"Свята";"Holidays";"Ünnepek";"기념일";"Святы";"Holidays";"節\t假\t日";"Holidays";"Ngày lễ";;
"decals/category/camo_trophy_decal";"Game update";"Mises à jour du jeu";"Aggiornamento di Gioco";"Spiel-Update";"Actualización del juego";"Обновления игры";"Aktualizacje gry";"Aktualizace hry";"Oyun güncellemeleri";"版\t本\t更\t新\t纪\t念";"ゲームアップデート";"Atualização de jogo";"Оновлення гри";"Game update";"Játékfrissítés";"게임 업데이트";"Абнаўленне гульні";"Game update";"版\t本\t更\t新\t紀\t念";"Game update";"Phiên bản cập nhật";;
"decals/category/veteran";"Veteran";"Vétéran";"Veterano";"Veteran";"Veterano";"Ветеран";"Weteran";"Veterán";"Tecrübe";"老\t兵";"ベテラン";"Veterano";"Ветеран";"Veteran";"Veterán";"베테랑";"Ветэран";"Veteran";"老\t兵";"Veteran";"Kỳ cựu";;
"decals/group/ingame_achievements";"In-game achievements";"Accomplissements en jeu";"Premi di gioco";"Erfolge im Spiel";"Logros del juego";"Игровые достижения";"Osiągnięcia w grze";"Herní úspěchy";"Oyun içi başarılar";"成\t就\t奖\t励";"ゲーム\t内実績";"Conquistas do jogo";"Ігрове досягнення";"In-game achievements";"Játékbeli eredmények";"게임 내 업적";"Гульнявыя дасягненні";"In-game achievements";"成\t就\t獎\t勵";"In-game achievements";"Thành tựu trong trò chơi";;
